"Date","Confirmed cases","Daily growth, %","Recovered cases","Fatal cases","Active cases","Recovery rate, %","Mortality rate, %","Affected population, %","1 confirmed per every","1 died per every","Confirmed per 1000","Died per 1000"
2020-07-06,7105,0.594648,6063,97,945,85.334272,1.365236,0.87263785958698,115,8394,8.7263785958698,0.11913564022510495
2020-07-05,7063,0.498008,6063,97,903,85.84171,1.373354,0.8674794091854807,115,8394,8.674794091854807,0.11913564022510495
2020-07-04,7028,0.716538,6062,97,869,86.25498,1.380194,0.8631807005175646,116,8394,8.631807005175645,0.11913564022510495
2020-07-03,6978,1.233135,6049,97,832,86.68673,1.390083,0.8570396881348271,117,8394,8.570396881348271,0.11913564022510495
2020-07-02,6893,0.981541,5982,97,814,86.783694,1.407225,0.8465999670841736,118,8394,8.465999670841736,0.11913564022510495
2020-07-01,6826,0.916617,5933,93,800,86.917668,1.362438,0.8383710104913056,119,8755,8.383710104913055,0.11422283031891506
2020-06-30,6764,0.714711,5872,91,801,86.812537,1.345358,0.8307561551367112,120,8947,8.307561551367112,0.11176642536582011
2020-06-29,6716,0.523874,5818,91,807,86.628946,1.354973,0.8248607832492834,121,8947,8.248607832492834,0.11176642536582011
2020-06-28,6681,0.830063,5752,91,838,86.094896,1.362072,0.8205620745813672,122,8947,8.205620745813672,0.11176642536582011
2020-06-27,6626,1.392502,5717,91,818,86.281316,1.373378,0.8138069609603561,123,8947,8.13806960960356,0.11176642536582011
2020-06-26,6535,0.864331,5652,88,795,86.488141,1.346595,0.8026303184237741,125,9252,8.02630318423774,0.10808181793617769
2020-06-25,6479,0.934725,5592,87,800,86.309616,1.3428,0.7957523845551082,126,9359,7.957523845551083,0.10685361545963022
2020-06-24,6419,1.038879,5554,84,781,86.524381,1.308615,0.7883831696958233,127,9693,7.883831696958234,0.1031690080299878
2020-06-23,6353,0.42681,5497,83,773,86.526051,1.306469,0.78027703335061,128,9810,7.802770333506101,0.10194080555344032
2020-06-22,6326,0.460537,5437,81,808,85.946886,1.28043,0.7769608866639318,129,10052,7.769608866639319,0.09948440060034537
2020-06-21,6297,1.156627,5389,81,827,85.580435,1.286327,0.7733990994819442,129,10052,7.733990994819442,0.09948440060034537
2020-06-20,6225,1.088016,5335,81,809,85.702811,1.301205,0.7645560416508024,131,10052,7.645560416508024,0.09948440060034537
2020-06-19,6158,0.802095,5276,81,801,85.677168,1.315362,0.7563270850579343,132,10052,7.563270850579343,0.09948440060034537
2020-06-18,6109,0.975207,5221,78,810,85.464069,1.276805,0.7503088929228517,133,10438,7.503088929228517,0.09579979317070295
2020-06-17,6050,1.407979,5143,78,829,85.008264,1.289256,0.7430624983112216,135,10438,7.430624983112216,0.09579979317070295
2020-06-16,5966,0.641026,5069,77,820,84.964801,1.290647,0.7327455975082228,136,10574,7.327455975082228,0.09457159069415548
2020-06-15,5928,0.508647,4961,75,892,83.687584,1.265182,0.7280784280973425,137,10856,7.280784280973425,0.09211518574106053
2020-06-14,5898,1.114349,4899,75,924,83.062055,1.271617,0.7243938206677,138,10856,7.243938206677,0.09211518574106053
2020-06-13,5833,1.584814,4828,75,930,82.770444,1.285788,0.7164105045701414,140,10856,7.164105045701414,0.09211518574106053
2020-06-12,5742,1.359223,4755,74,913,82.810867,1.28875,0.7052338620335594,142,11003,7.052338620335594,0.09088698326451305
2020-06-11,5665,1.088508,4664,73,928,82.330097,1.288614,0.6957767029641438,144,11153,6.957767029641439,0.08965878078796559
2020-06-10,5604,1.466594,4573,69,962,81.602427,1.231263,0.6882846678572042,145,11800,6.882846678572043,0.08474597088177568
2020-06-09,5523,0.950466,4483,68,972,81.169654,1.231215,0.6783362277971697,147,11974,6.7833622779716976,0.08351776840522822
2020-06-08,5471,0.606841,4403,65,1003,80.478889,1.188083,0.6719495749191229,149,12526,6.719495749191229,0.07983316097558579
2020-06-07,5438,1.322899,4335,65,1038,79.716808,1.195292,0.6678965067465162,150,12526,6.678965067465162,0.07983316097558579
2020-06-06,5367,1.705514,4273,65,1029,79.616173,1.211105,0.6591762691630292,152,12526,6.591762691630292,0.07983316097558579
2020-06-05,5277,0.571755,4179,64,1034,79.192723,1.21281,0.6481224468741019,154,12722,6.4812244687410185,0.07860495849903831
2020-06-04,5247,1.646649,4163,64,1020,79.340576,1.219745,0.6444378394444594,155,12722,6.444378394444595,0.07860495849903831
2020-06-03,5162,1.874877,4084,62,1016,79.116621,1.201085,0.6339981183938059,158,13132,6.339981183938059,0.07614855354594337
2020-06-02,5067,0.655542,3990,62,1015,78.744819,1.223604,0.6223301948666049,161,13132,6.223301948666049,0.07614855354594337
2020-06-01,5034,0.82115,3903,62,1069,77.532777,1.231625,0.6182771266939983,162,13132,6.182771266939983,0.07614855354594337
2020-05-31,4993,0.665323,3837,62,1094,76.847587,1.241738,0.6132414965401536,163,13132,6.132414965401536,0.07614855354594337
2020-05-30,4960,1.931771,3805,62,1093,76.71371,1.25,0.6091884283675469,164,13132,6.09188428367547,0.07614855354594337
2020-05-29,4866,1.523054,3744,59,1063,76.942047,1.212495,0.5976433250880007,167,13800,5.9764332508800075,0.07246394611630096
2020-05-28,4793,1.762208,3698,54,1041,77.154183,1.126643,0.5886774470092041,170,15078,5.886774470092042,0.06632293373356359
2020-05-27,4710,1.225016,3619,54,1037,76.836518,1.146497,0.5784833664538601,173,15078,5.784833664538601,0.06632293373356359
2020-05-26,4653,1.460968,3528,50,1075,75.82205,1.074576,0.5714826123375395,175,16284,5.714826123375396,0.06141012382737369
2020-05-25,4586,0.504054,3415,50,1121,74.465765,1.090275,0.5632536557446715,178,16284,5.6325365574467146,0.06141012382737369
2020-05-24,4563,2.217742,3371,50,1142,73.876835,1.09577,0.5604287900486122,178,16284,5.604287900486122,0.06141012382737369
2020-05-23,4464,2.479339,3336,50,1078,74.731183,1.120072,0.5482695855307923,182,16284,5.482695855307923,0.06141012382737369
2020-05-22,4356,4.285372,3267,50,1039,75,1.147842,0.5350049987840796,187,16284,5.350049987840795,0.06141012382737369
2020-05-21,4177,0,3145,48,984,75.293273,1.14915,0.5130201744538798,195,16962,5.130201744538798,0.05895371887427874
2020-05-20,4177,2.252142,3023,46,1108,72.372516,1.101269,0.5130201744538798,195,17700,5.130201744538798,0.05649731392118379
2020-05-19,4085,1.440278,2914,46,1125,71.334149,1.126071,0.501720711669643,199,17700,5.01720711669643,0.05649731392118379
2020-05-18,4027,1.003261,2784,44,1199,69.13335,1.092625,0.4945971373056677,202,18505,4.945971373056676,0.054040908968088844
2020-05-17,3987,0.707249,2724,44,1219,68.322047,1.103587,0.48968432739947776,204,18505,4.896843273994778,0.054040908968088844
2020-05-16,3959,1.852328,2673,44,1242,67.51705,1.111392,0.4862453604651448,206,18505,4.862453604651448,0.054040908968088844
2020-05-15,3887,2.505274,2574,44,1269,66.220736,1.131978,0.477402302634003,209,18505,4.77402302634003,0.054040908968088844
2020-05-14,3792,1.607717,2437,43,1312,64.266878,1.133966,0.46573437910680204,215,18935,4.65734379106802,0.05281270649154137
2020-05-13,3732,1.883702,2367,39,1326,63.424437,1.045016,0.45836516424751717,218,20877,4.583651642475172,0.04789989658535147
2020-05-12,3663,1.355838,2309,39,1315,63.035763,1.064701,0.4498905671593396,222,20877,4.498905671593397,0.04789989658535147
2020-05-11,3614,2.758032,2187,34,1393,60.514665,0.940786,0.443872375024257,225,23947,4.43872375024257,0.04175888420261411
2020-05-10,3517,3.654583,2147,34,1336,61.046346,0.966733,0.4319588110017465,232,23947,4.319588110017465,0.04175888420261411
2020-05-09,3393,7.885533,2125,34,1234,62.628942,1.002063,0.41672910029255783,240,23947,4.1672910029255785,0.04175888420261411
2020-05-08,3145,8.224363,2069,31,1045,65.786963,0.985692,0.38626967887418046,259,26264,3.862696788741805,0.038074276772971684
2020-05-07,2906,4.532374,2028,31,847,69.786648,1.066758,0.35691563968469586,280,26264,3.569156396846959,0.038074276772971684
2020-05-06,2780,2.16832,1977,29,774,71.115108,1.043165,0.3414402884801977,293,28076,3.414402884801977,0.03561787181987674
2020-05-05,2721,1.986507,1895,24,802,69.643513,0.882029,0.33419389386856757,299,33925,3.341938938685676,0.02947685943713937
2020-05-04,2668,1.406309,1830,21,817,68.590705,0.787106,0.32768442074286597,305,38771,3.27684420742866,0.02579225200749695
2020-05-03,2631,1.661515,1799,21,811,68.377043,0.798176,0.3231400715796403,309,38771,3.2314007157964033,0.02579225200749695
2020-05-02,2588,2.49505,1759,21,808,67.967543,0.811437,0.3178588009304862,315,38771,3.178588009304862,0.02579225200749695
2020-05-01,2525,3.103307,1686,21,818,66.772277,0.831683,0.3101211253282371,322,38771,3.1012112532823712,0.02579225200749695
2020-04-30,2449,3.202697,1573,17,859,64.230298,0.694161,0.30078678650647633,332,47894,3.007867865064763,0.020879442101307055
2020-04-29,2373,2.594034,1492,13,868,62.873999,0.54783,0.2914524476847155,343,62631,2.914524476847155,0.01596663219511716
2020-04-28,2313,3.074866,1392,11,910,60.181582,0.475573,0.2840832328254307,352,74018,2.8408323282543066,0.013510227242022211
2020-04-27,2244,1.446655,1316,11,917,58.645276,0.490196,0.2756086357372531,363,74018,2.756086357372531,0.013510227242022211
2020-04-26,2212,3.02748,1257,11,944,56.826401,0.497288,0.2716783878123012,368,74018,2.716783878123012,0.013510227242022211
2020-04-25,2147,5.245098,1223,10,914,56.963204,0.465766,0.2636950717147426,379,81420,2.636950717147426,0.012282024765474738
2020-04-24,2040,4.294479,1190,10,840,58.333333,0.490196,0.25055330521568464,399,81420,2.5055330521568466,0.012282024765474738
2020-04-23,1956,5.274489,1064,9,883,54.396728,0.460123,0.24023640441268584,416,90466,2.4023640441268586,0.011053822288927264
2020-04-22,1858,5.868946,937,9,912,50.430571,0.484392,0.2282000201425206,438,90466,2.2820002014252063,0.011053822288927264
2020-04-21,1755,4.154303,824,8,923,46.951567,0.45584,0.21554953463408164,464,101775,2.1554953463408166,0.00982561981237979
2020-04-20,1685,3.058104,709,7,969,42.077151,0.41543,0.20695211729824933,483,116314,2.069521172982493,0.008597417335832316
2020-04-19,1635,6.031128,646,7,982,39.510703,0.428135,0.20081110491551196,498,116314,2.0081110491551195,0.008597417335832316
2020-04-18,1542,9.284196,552,7,983,35.797665,0.453956,0.18938882188362044,528,116314,1.8938882188362045,0.008597417335832316
2020-04-17,1411,7.627765,457,7,947,32.388377,0.496102,0.17329936944084853,577,116314,1.7329936944084854,0.008597417335832316
2020-04-16,1311,12.243151,373,7,931,28.451564,0.533944,0.1610173446753738,621,116314,1.610173446753738,0.008597417335832316
2020-04-15,1168,18.218623,329,6,833,28.167808,0.513699,0.14345404926074493,697,135700,1.4345404926074494,0.007369214859284843
2020-04-14,988,13.824885,261,6,721,26.417004,0.607287,0.1213464046828904,824,135700,1.213464046828904,0.007369214859284843
2020-04-13,868,18.90411,207,6,655,23.847926,0.691244,0.10660797496432071,938,135700,1.0660797496432073,0.007369214859284843
2020-04-12,730,16.613419,197,6,527,26.986301,0.821918,0.08965878078796558,1115,135700,0.8965878078796559,0.007369214859284843
2020-04-11,626,16.791045,0,6,620,0,0.958466,0.07688547503187186,1301,135700,0.7688547503187185,0.007369214859284843
2020-04-10,536,19.910515,0,6,530,0,1.119403,0.06583165274294459,1519,135700,0.6583165274294459,0.007369214859284843
2020-04-09,447,13.740458,0,6,441,0,1.342282,0.05490065070167208,1821,135700,0.5490065070167207,0.007369214859284843
2020-04-08,393,22.8125,0,6,387,0,1.526718,0.04826835732831572,2072,135700,0.4826835732831572,0.007369214859284843
2020-04-07,320,11.111111,0,6,314,0,1.875,0.03930247924951916,2544,135700,0.3930247924951916,0.007369214859284843
2020-04-06,288,20,0,4,284,0,1.388889,0.035372231324567245,2827,203550,0.35372231324567244,0.004912809906189895
2020-04-05,240,13.207547,0,2,238,0,0.833333,0.029476859437139367,3392,407099,0.2947685943713937,0.0024564049530949473
2020-04-04,212,13.368984,0,2,210,0,0.943396,0.026037892502806442,3841,407099,0.2603789250280644,0.0024564049530949473
2020-04-03,187,13.333333,0,2,185,0,1.069519,0.022967386311437757,4354,407099,0.2296738631143776,0.0024564049530949473
2020-04-02,165,27.906977,0,2,163,0,1.212121,0.020265340863033315,4935,407099,0.20265340863033315,0.0024564049530949473
2020-04-01,129,19.444444,0,2,127,0,1.550388,0.01584381194746241,6312,407099,0.1584381194746241,0.0024564049530949473
2020-03-31,108,6.930693,0,1,107,0,0.925926,0.013264586746712716,7539,814198,0.13264586746712717,0.0012282024765474736
2020-03-30,101,12.222222,0,1,100,0,0.990099,0.012404845013129485,8061,814198,0.12404845013129485,0.0012282024765474736
2020-03-29,90,32.352941,0,1,89,0,1.111111,0.011053822288927264,9047,814198,0.11053822288927263,0.0012282024765474736
