Москва	 2060459	4635	 1893867	 37533
Санкт-Петербург	 867028	1512	 811611	 28698
Московская область	 653071	855	 603057	 12558
Нижегородская область	 233732	205	 219579	 10078
Свердловская область	 203126	368	 177045	 9649
Самарская область	 202503	208	 169532	 6446
Ростовская область	 197474	358	 179608	 9817
Воронежская область	 196388	197	 165870	 7094
Красноярский край	 176058	214	 161141	 8976
Пермский край	 163908	299	 150562	 7590
Иркутская область	 160116	288	 147536	 7094
Челябинская область	 149255	249	 141157	 6329
Саратовская область	 135259	176	 124235	 5171
Омская область	 132965	198	 124346	 3287
Волгоградская область	 131437	179	 121899	 5708
Ставропольский край	 127995	240	 107529	 6238
Хабаровский край	 127984	225	 118412	 1275
Республика Крым	 127737	56	 119102	 4527
Архангельская область	 125212	137	 114964	 1544
Республика Башкортостан	 124250	204	 115036	 4524
Краснодарский край	 122990	299	 101603	 9899
Алтайский край	 122891	279	 105491	 6852
Ульяновская область	 121571	87	 115259	 3892
Оренбургская область	 109024	67	 98677	 3521
Приморский край	 105230	237	 88388	 1600
Ленинградская область	 104355	223	 93437	 3058
Пензенская область	 103811	163	 90501	 4733
Вологодская область	 100841	79	 92929	 3054
Тверская область	 100782	186	 90715	 2404
Республика Коми	 98430	77	 84313	 2671
Брянская область	 98348	149	 93814	 3025
Новосибирская область	 97658	236	 68163	 4369
Ханты-Мансийский АО	 97237	143	 91898	 2063
Забайкальский край	 97057	83	 87468	 1925
Мурманская область	 92916	103	 75763	 2822
Тюменская область	 92227	198	 82942	 3532
Республика Карелия	 91336	74	 87134	 1237
Кемеровская область	 87964	250	 79999	 1762
Ярославская область	 87780	188	 80116	 1995
Смоленская область	 85819	69	 78522	 2437
Липецкая область	 85277	114	 78809	 2892
Калининградская область	 83777	152	 80614	 1307
Владимирская область	 83231	141	 74772	 2974
Белгородская область	 82829	106	 75113	 1810
Курская область	 82712	75	 78152	 2090
Астраханская область	 82628	111	 77921	 2503
Кировская область	 80882	156	 70794	 775
Удмуртская Республика	 79672	55	 69744	 3264
Республика Бурятия	 77673	119	 72671	 2500
Тульская область	 77420	197	 68471	 4381
Республика Саха (Якутия)	 76951	86	 73562	 1815
Псковская область	 72243	75	 68637	 1322
Орловская область	 71588	108	 67284	 1566
Ивановская область	 69362	114	 62170	 2596
Республика Дагестан	 66923	111	 61349	 3249
Новгородская область	 66534	90	 63197	 792
Калужская область	 66433	127	 62329	 1252
Томская область	 63202	101	 53809	 685
Тамбовская область	 63023	175	 58074	 1790
Рязанская область	 62477	78	 57989	 2640
Ямало-Ненецкий автономный округ	 62450	38	 58191	 968
Амурская область	 56103	164	 49079	 621
Республика Хакасия	 54315	56	 51557	 2049
Севастополь	 53366	73	 50626	 1879
Курганская область	 51639	89	 49180	 1027
Костромская область	 48986	34	 47485	 1139
Республика Чувашия	 47056	44	 40988	 4086
Республика Татарстан	 43749	103	 37090	 1497
Сахалинская область	 42977	80	 41199	 568
Кабардино-Балкарская Республика	 42925	83	 38951	 1499
Республика Мордовия	 41025	55	 36374	 1067
Республика Калмыкия	 34146	11	 32636	 745
Карачаево-Черкесская Республика	 32881	52	 29127	 915
Республика Северная Осетия — Алания	 31723	69	 29142	 1003
Республика Тыва	 31672	13	 30646	 320
Чеченская Республика	 31445	48	 29647	 959
Республика Марий Эл	 29780	33	 28113	 956
Республика Ингушетия	 29385	68	 27501	 487
Республика Адыгея	 27981	56	 23161	 766
Республика Алтай	 25543	21	 23368	 529
Камчатский край	 23947	23	 18982	 512
Магаданская область	 13752	7	 13187	 354
Еврейская автономная область	 11804	19	 10928	 424
Ненецкий автономный округ	 3524	0	 3378	 88
Чукотский автономный округ	 2969	2	 2801	 39
