Москва   162     966     1041    12
Санкт-Петербург  102     597     442     12
Московская область   42  187     147     1
Свердловская область     51  405     286     2
Нижегородская область    26  409     63  1
Самарская область    37  198     209     2
Воронежская область  17  143     109     1
Пермский край    25  149     164     2
Ростовская область   9   40  44  0
Красноярский край    26  90  81  0
Челябинская область  32  166     92  4
Иркутская область    27  114     99  3
Краснодарский край   14  114     76  2
Республика Башкортостан  49  327     181     2
Алтайский край   29  167     82  0
Новосибирская область    22  107     92  0
Саратовская область  16  185     151     0
Архангельская область    32  104     63  0
Волгоградская область    7   34  34  0
Ханты-Мансийский АО  8   67  42  0
Тюменская область    12  127     108     0
Ставропольский край  15  34  51  1
Оренбургская область     6   23  19  0
Ленинградская область    2   61  58  0
Омская область   24  55  33  0
Ульяновская область  2   17  28  0
Удмуртская Республика    4   172     120     0
Хабаровский край     24  50  41  0
Пензенская область   17  61  47  2
Вологодская область  8   57  39  0
Республика Саха (Якутия)     14  78  37  0
Кемеровская область  14  56  71  1
Республика Крым  15  12  24  0
Приморский край  11  38  31  0
Калининградская область  16  25  37  1
Республика Коми  16  40  51  0
Республика Татарстан     21  124     97  0
Забайкальский край   11  73  32  0
Тульская область     3   78  34  1
Ярославская область  11  67  66  0
Брянская область     0   34  20  0
Тверская область     10  15  24  0
Владимирская область     12  18  26  0
Липецкая область     7   51  26  0
Кировская область    1   10  31  0
Белгородская область     19  52  38  1
Республика Карелия   7   40  38  0
Томская область  6   79  35  1
Республика Бурятия   9   21  16  1
Ямало-Ненецкий автономный округ  3   11  16  0
Курская область  13  43  30  0
Рязанская область    4   38  29  1
Смоленская область   10  27  38  1
Мурманская область   8   18  21  2
Тамбовская область   8   15  33  2
Орловская область    14  13  20  0
Астраханская область     11  23  18  0
Ивановская область   12  54  29  1
Псковская область    1   13  19  0
Амурская область     12  42  37  0
Курганская область   1   73  33  1
Калужская область    9   113     19  0
Новгородская область     3   36  16  0
Чувашская Республика     7   21  50  0
Республика Хакасия   5   43  25  0
Костромская область  6   19  23  0
Республика Дагестан  3   5   12  0
Севастополь  4   20  22  1
Республика Мордовия  2   17  17  0
Кабардино-Балкарская Республика  2   8   2   0
Сахалинская область  3   16  15  0
Республика Калмыкия  0   9   0   0
Республика Адыгея    2   4   5   0
Республика Тыва  0   0   1   0
Карачаево-Черкесская Республика  0   5   3   0
Республика Марий Эл  4   33  38  0
Чеченская Республика     5   3   4   0
Республика Северная Осетия — Алания  6   7   4   1
Камчатский край  9   15  7   0
Республика Ингушетия     0   0   1   0
Республика Алтай     1   0   2   0
Еврейская автономная область     1   4   3   0
Магаданская область  0   16  11  0
Ненецкий автономный округ    0   4   1   0
Чукотский автономный округ   0   1   0   0
