Москва	 171	 1593	 927	 30
Санкт-Петербург	 131	 3936	 1472	 27
Московская область	 119	 2064	 709	 19
Свердловская область	 123	 4996	 1714	 11
Нижегородская область	 147	 2985	 904	 9
Самарская область	 96	 1048	 931	 17
Воронежская область	 102	 1219	 999	 9
Красноярский край	 102	 1625	 469	 16
Ростовская область	 128	 1785	 1052	 19
Пермский край	 80	 1847	 752	 9
Челябинская область	 145	 1866	 602	 16
Иркутская область	 105	 1843	 1062	 12
Республика Башкортостан	 58	 2511	 902	 16
Алтайский край	 103	 831	 499	 10
Новосибирская область	 96	 344	 383	 11
Краснодарский край	 191	 1207	 850	 8
Саратовская область	 92	 3584	 1082	 7
Архангельская область	 46	 5907	 308	 2
Оренбургская область	 80	 1626	 705	 6
Ханты-Мансийский АО	 38	 1715	 430	 4
Волгоградская область	 92	 1005	 727	 10
Омская область	 82	 550	 352	 10
Хабаровский край	 88	 631	 536	 3
Ставропольский край	 73	 650	 271	 5
Ульяновская область	 48	 1413	 667	 7
Тюменская область	 125	 1477	 457	 11
Вологодская область	 33	 1990	 489	 8
Ленинградская область	 32	 207	 271	 1
Пензенская область	 63	 2785	 600	 8
Республика Крым	 40	 526	 395	 6
Республика Саха (Якутия)	 61	 521	 486	 4
Приморский край	 82	 1053	 362	 2
Республика Коми	 47	 15	 316	 4
Забайкальский край	 55	 1247	 505	 5
Калининградская область	 29	 1242	 429	 8
Удмуртская Республика	 52	 1055	 305	 5
Тверская область	 30	 1284	 245	 5
Брянская область	 33	 1881	 319	 8
Кемеровская область	 50	 457	 298	 4
Ярославская область	 23	 2125	 416	 3
Кировская область	 68	 2332	 148	 3
Тульская область	 36	 796	 353	 9
Владимирская область	 35	 1921	 319	 5
Липецкая область	 43	 503	 475	 9
Ямало-Ненецкий автономный округ	 31	 783	 265	 1
Республика Татарстан	 96	 2474	 433	 6
Республика Бурятия	 41	 1124	 238	 0
Мурманская область	 12	 470	 215	 5
Республика Карелия	 45	 184	 157	 1
Смоленская область	 32	 661	 238	 3
Белгородская область	 29	 798	 293	 4
Томская область	 54	 2914	 690	 4
Астраханская область	 20	 473	 100	 5
Рязанская область	 22	 651	 302	 8
Курская область	 72	 675	 187	 3
Тамбовская область	 33	 869	 269	 4
Орловская область	 49	 889	 221	 1
Ивановская область	 21	 1854	 178	 6
Псковская область	 39	 672	 244	 5
Амурская область	 60	 1982	 404	 3
Калужская область	 37	 511	 187	 2
Курганская область	 69	 507	 269	 5
Новгородская область	 27	 148	 89	 0
Республика Дагестан	 15	 257	 70	 0
Республика Хакасия	 19	 89	 87	 5
Костромская область	 13	 76	 118	 3
Севастополь	 30	 80	 210	 4
Чувашская Республика	 30	 86	 94	 4
Республика Мордовия	 28	 260	 140	 2
Сахалинская область	 16	 153	 106	 1
Кабардино-Балкарская Республика	 13	 368	 49	 0
Республика Калмыкия	 5	 41	 126	 1
Республика Адыгея	 12	 561	 78	 2
Карачаево-Черкесская Республика	 8	 526	 45	 0
Республика Тыва	 5	 11	 4	 0
Республика Марий Эл	 10	 539	 20	 0
Чеченская Республика	 7	 39	 24	 0
Республика Северная Осетия — Алания	 13	 232	 43	 1
Республика Ингушетия	 19	 86	 31	 1
Камчатский край	 23	 756	 52	 0
Республика Алтай	 17	 179	 49	 1
Магаданская область	 5	 66	 29	 1
Еврейская автономная область	 11	 215	 77	 1
Ненецкий автономный округ	 1	 15	 14	 1
Чукотский автономный округ	 2	 86	 20	 0
