Москва	 1025454	1291	 65650	 943201	 16603
Санкт-Петербург	 393916	719	 35181	 346502	 12233
Московская область	 231677	556	 36076	 190173	 5428
Нижегородская область	 107169	277	 3131	 101205	 2833
Свердловская область	 82387	136	 3950	 75711	 2726
Ростовская область	 80597	240	 4646	 72398	 3553
Воронежская область	 74951	207	 2997	 69565	 2389
Красноярский край	 66662	123	 1811	 61699	 3152
Иркутская область	 61413	166	 943	 58468	 2002
Архангельская область	 59607	81	 3607	 55176	 824
Самарская область	 55534	198	 2197	 52249	 1088
Челябинская область	 55265	133	 3759	 50293	 1213
Саратовская область	 54632	154	 4498	 49325	 809
Ханты-Мансийский АО	 54104	75	 740	 52583	 781
Волгоградская область	 53512	114	 1357	 51205	 950
Пермский край	 51131	118	 3797	 45385	 1949
Ульяновская область	 50726	101	 2378	 47385	 963
Хабаровский край	 50598	46	 2082	 48172	 344
Ставропольский край	 50364	69	 1790	 47351	 1223
Мурманская область	 48996	73	 980	 46940	 1076
Алтайский край	 47039	101	 3148	 42079	 1812
Республика Карелия	 43772	89	 2201	 41186	 385
Омская область	 43683	99	 1943	 40427	 1313
Вологодская область	 42622	90	 2007	 39716	 899
Приморский край	 42303	53	 3127	 38499	 677
Краснодарский край	 42262	109	 2818	 37134	 2310
Пензенская область	 41919	101	 2742	 38651	 526
Республика Коми	 41546	64	 385	 40358	 803
Забайкальский край	 40996	56	 941	 39465	 590
Оренбургская область	 39929	80	 2617	 36582	 730
Ленинградская область	 39772	96	 1618	 37227	 927
Кировская область	 39664	91	 3326	 36015	 323
Новосибирская область	 38694	85	 1254	 35821	 1619
Ямало-Ненецкий автономный округ	 37969	23	 1037	 36525	 407
Республика Крым	 37558	69	 1416	 35078	 1064
Тверская область	 37296	98	 1333	 35235	 728
Тульская область	 36146	88	 1046	 33565	 1535
Ярославская область	 36005	88	 1167	 34357	 481
Республика Бурятия	 35953	56	 871	 34300	 782
Брянская область	 35556	91	 588	 34685	 283
Псковская область	 34199	51	 10544	 23416	 239
Белгородская область	 34195	89	 1737	 31899	 559
Курская область	 33919	93	 2667	 30683	 569
Тюменская область	 33542	55	 1549	 31612	 381
Республика Саха (Якутия)	 33538	25	 582	 32407	 549
Кемеровская область	 33205	50	 278	 32317	 610
Ивановская область	 32494	63	 540	 30919	 1035
Орловская область	 32370	64	 2184	 29685	 501
Калужская область	 32286	63	 1916	 30089	 281
Республика Башкортостан	 32252	108	 4614	 27280	 358
Томская область	 31356	28	 730	 30270	 356
Республика Дагестан	 31005	47	 928	 28672	 1405
Астраханская область	 30641	72	 1373	 28603	 665
Удмуртская Республика	 30594	80	 2641	 27199	 754
Калининградская область	 30213	41	 2027	 27852	 334
Владимирская область	 29913	66	 1945	 26971	 997
Тамбовская область	 29319	90	 2146	 26766	 407
Новгородская область	 28630	40	 2815	 25694	 121
Смоленская область	 28136	45	 590	 26793	 753
Липецкая область	 27521	86	 2815	 24180	 526
Рязанская область	 26262	54	 1590	 24310	 362
Республика Чувашия	 22748	43	 774	 20762	 1212
Кабардино-Балкарская Республика	 22746	48	 702	 21629	 415
Сахалинская область	 21989	4	 307	 21643	 39
Амурская область	 21869	20	 977	 20651	 241
Республика Хакасия	 21836	10	 257	 21076	 503
Республика Калмыкия	 19927	21	 545	 19068	 314
Карачаево-Черкесская Республика	 19664	17	 887	 18706	 71
Костромская область	 19613	42	 2376	 16849	 388
Республика Татарстан	 19385	37	 2794	 16176	 415
Курганская область	 19180	40	 1382	 17449	 349
Республика Мордовия	 19014	37	 1813	 16999	 202
Республика Алтай	 16650	6	 200	 16259	 191
Республика Северная Осетия — Алания	 16322	16	 823	 15338	 161
Республика Тыва	 15760	1	 665	 14898	 197
Республика Ингушетия	 15111	8	 1555	 13376	 180
Камчатский край	 14105	14	 727	 13183	 195
Республика Адыгея	 14092	10	 626	 13304	 162
Севастополь	 13184	46	 431	 12192	 561
Республика Марий Эл	 12521	21	 663	 11655	 203
Чеченская Республика	 11645	13	 215	 11314	 116
Магаданская область	 8253	2	 124	 8030	 99
Еврейская автономная область	 4427	4	 81	 4222	 124
Ненецкий автономный округ	 1081	3	 59	 1018	 4
Чукотский автономный округ	 729	0	 33	 691	 5
