Москва	 243406	693	 56724	 182184	 4498
Московская область	 63915	160	 15577	 47224	 1114
Санкт-Петербург	 31945	160	 6256	 23627	 2062
Нижегородская область	 24236	139	 3747	 20096	 393
Свердловская область	 21179	196	 2953	 17941	 285
Ханты-Мансийский АО	 16843	172	 3239	 13473	 131
Иркутская область	 13851	140	 4793	 8880	 178
Красноярский край	 13550	128	 1365	 11848	 337
Ростовская область	 13335	130	 2527	 10572	 236
Челябинская область	 11523	107	 4535	 6894	 94
Воронежская область	 11419	89	 2034	 9303	 82
Ямало-Ненецкий автономный округ	 11339	104	 2660	 8600	 79
Мурманская область	 10640	133	 3965	 6594	 81
Саратовская область	 9691	94	 3783	 5848	 60
Новосибирская область	 9654	106	 1402	 8006	 246
Алтайский край	 9433	107	 2003	 7362	 68
Волгоградская область	 9425	97	 3715	 5645	 65
Ульяновская область	 9417	110	 2732	 6612	 73
Республика Дагестан	 9392	42	 558	 8389	 445
Архангельская область	 8901	59	 750	 7966	 185
Краснодарский край	 8585	113	 1115	 7353	 117
Ставропольский край	 8560	111	 2685	 5712	 163
Тульская область	 8411	32	 1146	 7017	 248
Хабаровский край	 7861	102	 2591	 5207	 63
Брянская область	 7460	30	 1304	 6121	 35
Калужская область	 7286	26	 1205	 6025	 56
Оренбургская область	 7239	108	 1630	 5562	 47
Приморский край	 7117	98	 1574	 5456	 87
Омская область	 7102	112	 2514	 4517	 71
Самарская область	 6975	45	 1756	 5125	 94
Республика Башкортостан	 6851	36	 1619	 5209	 23
Республика Чувашия	 6846	35	 2868	 3922	 56
Пензенская область	 6645	51	 945	 5617	 83
Ивановская область	 6500	21	 1262	 5136	 102
Рязанская область	 6382	30	 488	 5864	 30
Курская область	 6294	24	 1435	 4809	 50
Республика Тыва	 6189	30	 1846	 4285	 58
Ярославская область	 6153	41	 707	 5416	 30
Тюменская область	 6107	88	 1175	 4907	 25
Пермский край	 6088	70	 1550	 4372	 166
Белгородская область	 6083	41	 469	 5567	 47
Тамбовская область	 6075	28	 1112	 4933	 30
Кабардино-Балкарская Республика	 6024	16	 375	 5578	 71
Ленинградская область	 5990	35	 1391	 4543	 56
Республика Саха (Якутия)	 5950	51	 499	 5392	 59
Орловская область	 5741	34	 1262	 4388	 91
Смоленская область	 5720	15	 1332	 4286	 102
Республика Татарстан	 5694	30	 1103	 4568	 23
Владимирская область	 5659	24	 338	 5174	 147
Республика Коми	 5447	51	 1252	 4137	 58
Кировская область	 4952	64	 397	 4482	 73
Астраханская область	 4688	31	 930	 3709	 49
Тверская область	 4683	28	 684	 3851	 148
Липецкая область	 4594	16	 911	 3661	 22
Республика Мордовия	 4585	32	 1045	 3502	 38
Республика Северная Осетия — Алания	 4578	10	 405	 4106	 67
Карачаево-Черкесская Республика	 4476	11	 1227	 3226	 23
Томская область	 4310	49	 1429	 2843	 38
Республика Бурятия	 4199	40	 759	 3400	 40
Забайкальский край	 4118	12	 320	 3751	 47
Псковская область	 3834	37	 1180	 2600	 54
Республика Марий Эл	 3815	15	 530	 3251	 34
Новгородская область	 3811	20	 1156	 2583	 72
Кемеровская область	 3781	79	 1141	 2622	 18
Республика Ингушетия	 3744	15	 682	 2988	 74
Камчатский край	 3414	13	 364	 3008	 42
Калининградская область	 2929	12	 514	 2370	 45
Республика Хакасия	 2899	23	 346	 2521	 32
Республика Адыгея	 2830	27	 655	 2155	 20
Амурская область	 2824	23	 723	 2054	 47
Сахалинская область	 2744	59	 1506	 1238	 0
Республика Калмыкия	 2705	46	 653	 2014	 38
Вологодская область	 2488	27	 471	 1992	 25
Удмуртская Республика	 2420	22	 418	 1975	 27
Республика Карелия	 2375	18	 915	 1448	 12
Курганская область	 2336	33	 618	 1708	 10
Костромская область	 2309	48	 531	 1752	 26
Чеченская Республика	 2093	11	 670	 1390	 33
Республика Алтай	 1631	25	 433	 1191	 7
Магаданская область	 1380	23	 360	 1007	 13
Республика Крым	 1269	28	 322	 932	 15
Еврейская автономная область	 539	1	 55	 476	 8
Севастополь	 354	2	 56	 289	 9
Ненецкий автономный округ	 275	0	 187	 88	 0
Чукотский автономный округ	 154	0	 5	 148	 1
