Москва   122     1785    1873    17
Санкт-Петербург  155     1219    709     14
Московская область   37  161     176     0
Свердловская область     36  306     176     0
Нижегородская область    13  115     33  0
Самарская область    55  285     219     0
Воронежская область  21  73  38  0
Пермский край    13  229     147     1
Ростовская область   1   42  23  0
Красноярский край    46  186     111     1
Челябинская область  11  105     75  1
Иркутская область    33  158     112     0
Краснодарский край   17  86  62  0
Республика Башкортостан  55  376     327     2
Алтайский край   10  65  61  1
Новосибирская область    10  128     104     0
Саратовская область  17  98  73  0
Архангельская область    17  95  41  0
Волгоградская область    19  50  25  0
Ханты-Мансийский АО  9   70  59  0
Тюменская область    8   100     70  0
Ставропольский край  15  117     50  0
Оренбургская область     2   14  20  0
Ленинградская область    16  39  35  0
Удмуртская Республика    4   182     185     2
Омская область   8   64  33  1
Ульяновская область  9   41  19  0
Хабаровский край     10  68  60  0
Пензенская область   20  145     82  0
Республика Саха (Якутия)     8   87  58  1
Вологодская область  7   41  32  0
Кемеровская область  13  40  41  2
Республика Крым  7   22  29  0
Приморский край  16  73  75  0
Калининградская область  20  76  37  0
Республика Татарстан     25  113     71  0
Республика Коми  8   61  20  0
Забайкальский край   7   38  15  0
Ярославская область  5   87  68  0
Тульская область     2   30  19  1
Брянская область     4   20  16  1
Тверская область     2   18  13  0
Владимирская область     3   43  29  1
Липецкая область     1   30  13  1
Кировская область    27  77  27  0
Белгородская область     9   27  19  0
Республика Карелия   3   26  18  0
Томская область  9   78  39  2
Республика Бурятия   5   40  14  0
Ямало-Ненецкий автономный округ  7   35  15  0
Курская область  12  36  14  1
Рязанская область    6   21  11  2
Смоленская область   3   12  7   0
Мурманская область   4   18  17  0
Тамбовская область   1   5   20  0
Орловская область    15  19  16  0
Астраханская область     5   15  7   1
Ивановская область   8   20  15  1
Амурская область     12  93  59  0
Псковская область    2   13  10  0
Курганская область   3   25  18  0
Калужская область    4   15  16  0
Новгородская область     5   1   18  0
Чувашская Республика     16  61  132     0
Республика Хакасия   0   24  16  0
Костромская область  1   16  7   0
Республика Дагестан  6   16  13  1
Севастополь  4   40  34  1
Республика Мордовия  7   10  9   0
Кабардино-Балкарская Республика  2   9   0   0
Сахалинская область  0   12  20  0
Республика Калмыкия  3   10  1   0
Республика Адыгея    4   6   1   0
Республика Тыва  1   1   3   0
Республика Марий Эл  2   89  36  0
Карачаево-Черкесская Республика  0   5   3   0
Чеченская Республика     6   13  3   0
Республика Северная Осетия — Алания  2   6   10  0
Камчатский край  0   6   3   0
Республика Ингушетия     0   5   3   0
Республика Алтай     0   4   1   0
Еврейская автономная область     2   5   4   0
Магаданская область  0   7   4   0
Ненецкий автономный округ    0   4   2   0
Чукотский автономный округ   0   4   3   0
