Москва	31981	2267	261
Московская область	6590	186	56
Санкт-Петербург	2267	327	14
Нижегородская область	929	49	6
Ленинградская область	537	24	0
Республика Коми	527	21	4
Мурманская область	506	56	3
Краснодарский край	481	72	11
Тульская область	436	49	2
Республика Дагестан	417	43	11
Брянская область	399	62	1
Ростовская область	398	15	0
Республика Ингушетия	397	38	12
Республика Башкортостан	396	34	14
Рязанская область	392	15	0
Красноярский край	392	28	2
Республика Мордовия	357	11	1
Тверская область	356	15	0
Республика Татарстан	355	33	0
Республика Марий Эл	333	46	1
Калужская область	330	9	8
Чеченская Республика	323	19	6
Тюменская область	319	28	2
Владимирская область	293	11	5
Ставропольский край	277	37	5
Курская область	276	26	3
Хабаровский край	272	18	5
Пермский край	266	37	3
Республика Чувашия	262	14	5
Оренбургская область	254	32	2
Смоленская область	244	4	2
Свердловская область	243	60	1
Тамбовская область	240	14	0
Орловская область	238	10	2
Воронежская область	236	30	7
Ивановская область	225	12	2
Кировская область	216	18	3
Липецкая область	213	62	2
Республика Северная Осетия — Алания	211	8	2
Ханты-Мансийский АО	203	29	1
Ярославская область	198	17	0
Пензенская область	196	6	5
Ульяновская область	196	5	2
Кабардино-Балкарская Республика	193	11	1
Саратовская область	190	19	0
Приморский край	166	11	2
Калининградская область	163	42	1
Республика Бурятия	153	49	2
Удмуртская Республика	152	8	3
Новосибирская область	151	20	4
Ямало-Ненецкий автономный округ	149	22	1
Астраханская область	148	13	3
Волгоградская область	145	30	2
Карачаево-Черкесская Республика	145	1	0
Белгородская область	144	12	2
Новгородская область	140	4	1
Алтайский край	136	9	0
Архангельская область	120	18	1
Республика Саха (Якутия)	116	16	0
Самарская область	115	15	0
Вологодская область	114	23	0
Республика Адыгея	113	26	3
Челябинская область	102	38	0
Республика Калмыкия	88	12	3
Костромская область	88	7	2
Республика Хакасия	87	4	0
Иркутская область	75	13	3
Магаданская область	67	1	0
Камчатский край	63	4	0
Псковская область	62	9	6
Забайкальский край	61	5	0
Кемеровская область	56	11	1
Еврейская автономная область	52	6	0
Республика Крым	46	23	0
Омская область	45	17	0
Томская область	43	4	0
Республика Карелия	30	0	0
Амурская область	23	4	0
Сахалинская область	19	8	0
Севастополь	19	5	0
Курганская область	15	3	0
Республика Тыва	13	0	0
Республика Алтай	8	0	0
Чукотский автономный округ	6	0	0
Ненецкий автономный округ	1	0	0
