Москва	 2019602	2180	 1855083	 36420
Санкт-Петербург	 843685	1851	 786647	 27745
Московская область	 634738	1565	 581598	 11865
Нижегородская область	 229712	388	 206240	 9677
Самарская область	 197911	498	 150752	 6184
Свердловская область	 195963	564	 168837	 9268
Воронежская область	 192487	399	 145649	 6788
Ростовская область	 191662	518	 170361	 9488
Красноярский край	 170439	531	 154260	 8431
Пермский край	 157743	545	 138849	 7374
Иркутская область	 154055	546	 127181	 6837
Челябинская область	 142681	528	 134201	 5896
Саратовская область	 131555	311	 118364	 4989
Омская область	 128494	396	 111256	 3117
Волгоградская область	 127816	294	 117189	 5433
Республика Крым	 126321	117	 117453	 4229
Ставропольский край	 124417	324	 98984	 5977
Хабаровский край	 122939	452	 109440	 1212
Архангельская область	 122128	277	 111972	 1497
Республика Башкортостан	 120289	348	 109489	 4297
Ульяновская область	 119422	271	 113625	 3708
Алтайский край	 117198	468	 95920	 6454
Краснодарский край	 116491	570	 94038	 9654
Оренбургская область	 107258	166	 93799	 3412
Пензенская область	 100500	285	 79711	 4579
Ленинградская область	 99894	346	 83546	 2978
Приморский край	 99882	444	 83762	 1523
Вологодская область	 98898	270	 89458	 2913
Тверская область	 97335	292	 86866	 2314
Республика Коми	 96395	191	 80355	 2572
Брянская область	 95468	203	 90587	 2812
Забайкальский край	 95185	203	 83499	 1797
Ханты-Мансийский АО	 95033	186	 88344	 1951
Новосибирская область	 92808	369	 63041	 4166
Мурманская область	 91076	168	 73664	 2745
Республика Карелия	 89057	203	 84482	 1177
Тюменская область	 88720	288	 76039	 3313
Ярославская область	 84371	253	 72768	 1819
Смоленская область	 84084	207	 68773	 2330
Кемеровская область	 83289	342	 74828	 1691
Липецкая область	 83133	225	 76521	 2748
Курская область	 81445	151	 73184	 1996
Калининградская область	 81252	186	 77709	 1228
Белгородская область	 80570	211	 71158	 1713
Астраханская область	 80222	222	 71954	 2366
Владимирская область	 80055	258	 63853	 2907
Удмуртская Республика	 78670	84	 67283	 3218
Кировская область	 77870	215	 66520	 739
Республика Саха (Якутия)	 75551	110	 71583	 1773
Республика Бурятия	 75362	191	 69908	 2381
Тульская область	 74073	225	 65331	 4194
Псковская область	 70520	155	 65145	 1231
Орловская область	 69602	184	 62873	 1463
Ивановская область	 67148	179	 58404	 2452
Республика Дагестан	 65305	126	 59935	 3166
Новгородская область	 64572	149	 59993	 746
Калужская область	 64370	191	 60197	 1184
Ямало-Ненецкий автономный округ	 61556	98	 56146	 948
Томская область	 61112	141	 47159	 666
Рязанская область	 60792	160	 56019	 2446
Тамбовская область	 60092	201	 56220	 1668
Республика Хакасия	 53330	109	 49978	 1931
Амурская область	 53227	240	 43086	 600
Севастополь	 52434	61	 49444	 1824
Курганская область	 49774	158	 44835	 987
Костромская область	 48433	60	 45672	 1092
Республика Чувашия	 46173	78	 40305	 3791
Республика Татарстан	 42260	98	 35865	 1410
Сахалинская область	 41529	135	 39772	 516
Кабардино-Балкарская Республика	 41502	95	 37587	 1403
Республика Мордовия	 40014	85	 33914	 1006
Республика Калмыкия	 33928	15	 32367	 724
Карачаево-Черкесская Республика	 31921	68	 28076	 901
Республика Тыва	 31493	13	 29377	 317
Чеченская Республика	 30601	70	 28699	 919
Республика Северная Осетия — Алания	 30593	76	 27966	 935
Республика Марий Эл	 29119	57	 25913	 923
Республика Ингушетия	 28286	81	 26411	 473
Республика Адыгея	 26852	86	 22145	 721
Республика Алтай	 25181	32	 23010	 505
Камчатский край	 23639	29	 18111	 505
Магаданская область	 13574	23	 12727	 345
Еврейская автономная область	 11451	23	 10549	 407
Ненецкий автономный округ	 3480	7	 3267	 85
Чукотский автономный округ	 2953	3	 2690	 33
