Москва	 362253	4610	 82414	 273881	 5958
Московская область	 80485	460	 18759	 60256	 1470
Санкт-Петербург	 51906	674	 14967	 33517	 3422
Нижегородская область	 36770	289	 5460	 30655	 655
Свердловская область	 32663	243	 7454	 24517	 692
Ростовская область	 26596	288	 4783	 21160	 653
Ханты-Мансийский АО	 25731	200	 2842	 22677	 212
Красноярский край	 22976	222	 5779	 16599	 598
Иркутская область	 21647	179	 3317	 18006	 324
Воронежская область	 21589	233	 2421	 18929	 239
Ставропольский край	 18906	175	 4726	 13804	 376
Ульяновская область	 18264	175	 3412	 14632	 220
Ямало-Ненецкий автономный округ	 18125	171	 4201	 13818	 106
Саратовская область	 18087	168	 5765	 12186	 136
Волгоградская область	 17811	175	 2375	 15261	 175
Мурманская область	 17452	172	 3086	 14114	 252
Челябинская область	 17325	102	 4314	 12864	 147
Архангельская область	 16877	218	 5840	 10766	 271
Алтайский край	 16408	185	 898	 15233	 277
Краснодарский край	 15807	106	 4342	 11117	 348
Оренбургская область	 15320	169	 1750	 13474	 96
Новосибирская область	 14979	149	 1418	 13033	 528
Республика Дагестан	 14944	88	 1085	 13147	 712
Самарская область	 13993	139	 2730	 11036	 227
Хабаровский край	 13878	131	 3313	 10442	 123
Омская область	 13374	169	 1918	 11089	 367
Приморский край	 13328	110	 1969	 11228	 131
Пензенская область	 13063	164	 2885	 10030	 148
Кемеровская область	 12938	177	 3814	 8957	 167
Пермский край	 11607	125	 3424	 7837	 346
Тюменская область	 11550	139	 3419	 8080	 51
Республика Саха (Якутия)	 11388	135	 3536	 7746	 106
Тульская область	 11117	74	 814	 9903	 400
Брянская область	 10960	113	 2379	 8535	 46
Республика Коми	 10707	163	 2094	 8451	 162
Калужская область	 10634	95	 2160	 8395	 79
Орловская область	 10360	120	 2231	 7985	 144
Белгородская область	 10267	91	 1317	 8891	 59
Кировская область	 10105	105	 3604	 6347	 154
Ивановская область	 10064	94	 2306	 7600	 158
Ярославская область	 9951	107	 790	 9109	 52
Томская область	 9934	179	 2510	 7323	 101
Ленинградская область	 9848	102	 3789	 5953	 106
Республика Башкортостан	 9737	67	 1013	 8677	 47
Курская область	 9466	97	 2160	 7241	 65
Рязанская область	 9434	87	 2313	 7065	 56
Республика Чувашия	 9191	44	 1373	 7705	 113
Кабардино-Балкарская Республика	 8906	84	 1850	 6942	 114
Тамбовская область	 8771	70	 1562	 7163	 46
Забайкальский край	 8689	198	 2697	 5911	 81
Республика Бурятия	 8667	127	 1390	 7185	 92
Карачаево-Черкесская Республика	 8489	83	 3338	 5121	 30
Республика Тыва	 8454	54	 1174	 7184	 96
Владимирская область	 8426	80	 1946	 6235	 245
Астраханская область	 8168	75	 1259	 6768	 141
Тверская область	 7878	113	 2745	 4848	 285
Республика Калмыкия	 7869	89	 2958	 4825	 86
Республика Татарстан	 7811	41	 978	 6733	 100
Смоленская область	 7550	71	 1401	 5969	 180
Республика Мордовия	 7401	64	 1238	 6116	 47
Удмуртская Республика	 7312	115	 2007	 5200	 105
Липецкая область	 7059	67	 1064	 5937	 58
Республика Крым	 6840	167	 2806	 3927	 107
Сахалинская область	 6707	73	 2046	 4661	 0
Республика Ингушетия	 6614	51	 1179	 5349	 86
Республика Северная Осетия — Алания	 6508	45	 1432	 5006	 70
Псковская область	 6435	86	 1992	 4376	 67
Новгородская область	 6334	70	 2097	 4150	 87
Костромская область	 5983	91	 1689	 4199	 95
Вологодская область	 5809	83	 1444	 4308	 57
Калининградская область	 5652	78	 1617	 3944	 91
Республика Марий Эл	 5470	54	 849	 4562	 59
Республика Хакасия	 5452	79	 922	 4473	 57
Республика Алтай	 5212	133	 1476	 3724	 12
Амурская область	 5201	68	 519	 4622	 60
Республика Карелия	 5169	93	 1692	 3439	 38
Камчатский край	 5121	50	 1612	 3439	 70
Республика Адыгея	 4857	55	 814	 4002	 41
Курганская область	 4849	74	 816	 3973	 60
Магаданская область	 3723	49	 919	 2770	 34
Чеченская Республика	 2528	6	 435	 2050	 43
Севастополь	 1589	47	 507	 1034	 48
Еврейская автономная область	 1408	30	 558	 828	 22
Ненецкий автономный округ	 388	8	 252	 136	 0
Чукотский автономный округ	 220	0	 22	 196	 2
