Москва	 250	 2338	 1901	 75
Санкт-Петербург	 204	 11171	 3155	 65
Московская область	 309	 5822	 916	 22
Свердловская область	 284	 3011	 4776	 8
Нижегородская область	 195	 3478	 2524	 11
Красноярский край	 190	 4869	 1319	 20
Самарская область	 259	 3946	 3229	 15
Воронежская область	 176	 5762	 1807	 24
Ростовская область	 223	 2018	 2241	 16
Пермский край	 206	 7008	 2526	 17
Челябинская область	 303	 2409	 2222	 17
Иркутская область	 229	 3599	 2145	 16
Алтайский край	 215	 1903	 1484	 25
Республика Башкортостан	 133	 6002	 3198	 17
Новосибирская область	 171	 10312	 2008	 11
Краснодарский край	 297	 2723	 1506	 10
Саратовская область	 141	 3313	 2574	 7
Архангельская область	 112	 1715	 783	 2
Ханты-Мансийский АО	 46	 2241	 921	 11
Оренбургская область	 106	 1423	 1137	 6
Омская область	 105	 1018	 546	 11
Волгоградская область	 163	 2245	 1070	 17
Ставропольский край	 115	 513	 463	 8
Хабаровский край	 162	 1762	 1184	 3
Ульяновская область	 67	 1514	 1312	 14
Ленинградская область	 58	 1377	 625	 6
Тюменская область	 145	 3779	 1210	 11
Вологодская область	 52	 1740	 1126	 10
Республика Крым	 152	 735	 734	 8
Республика Саха (Якутия)	 97	 24	 799	 5
Пензенская область	 157	 1946	 1253	 16
Республика Коми	 125	 1980	 793	 10
Приморский край	 257	 1547	 1088	 3
Удмуртская Республика	 76	 2000	 919	 10
Калининградская область	 64	 1996	 1019	 8
Забайкальский край	 108	 1486	 1233	 4
Тверская область	 55	 888	 572	 8
Брянская область	 69	 961	 784	 10
Кемеровская область	 135	 1454	 653	 7
Кировская область	 66	 997	 845	 3
Ярославская область	 60	 1301	 1174	 17
Тульская область	 77	 2403	 602	 10
Владимирская область	 54	 945	 502	 5
Липецкая область	 61	 805	 798	 9
Ямало-Ненецкий автономный округ	 33	 1725	 825	 0
Мурманская область	 27	 574	 451	 6
Республика Бурятия	 46	 433	 731	 3
Республика Карелия	 37	 354	 304	 3
Республика Татарстан	 158	 2787	 1127	 5
Смоленская область	 72	 989	 718	 5
Белгородская область	 96	 853	 391	 3
Астраханская область	 14	 442	 319	 4
Томская область	 93	 1114	 1486	 3
Курская область	 66	 795	 546	 4
Рязанская область	 39	 1175	 692	 12
Тамбовская область	 60	 2228	 601	 8
Ивановская область	 93	 1547	 609	 5
Орловская область	 80	 577	 430	 1
Псковская область	 29	 1202	 751	 5
Калужская область	 53	 510	 231	 1
Амурская область	 80	 1322	 1037	 2
Новгородская область	 54	 981	 171	 4
Курганская область	 65	 2114	 752	 7
Республика Дагестан	 37	 258	 161	 3
Республика Хакасия	 43	 275	 199	 7
Костромская область	 29	 1564	 594	 1
Севастополь	 41	 319	 497	 7
Чувашская Республика	 60	 88	 159	 8
Сахалинская область	 29	 389	 418	 5
Республика Мордовия	 46	 700	 231	 2
Кабардино-Балкарская Республика	 24	 124	 198	 4
Республика Калмыкия	 24	 538	 165	 1
Республика Адыгея	 16	 481	 339	 4
Республика Тыва	 30	 82	 23	 0
Карачаево-Черкесская Республика	 10	 322	 155	 1
Республика Марий Эл	 7	 379	 95	 6
Чеченская Республика	 5	 39	 44	 1
Республика Ингушетия	 6	 287	 69	 1
Республика Северная Осетия — Алания	 15	 177	 77	 1
Камчатский край	 20	 325	 209	 2
Республика Алтай	 41	 90	 135	 0
Магаданская область	 5	 97	 54	 0
Еврейская автономная область	 21	 173	 128	 1
Ненецкий автономный округ	 3	 43	 40	 0
Чукотский автономный округ	 6	 109	 25	 0
