Москва	 1650649	4410	 1498183	 29242
Санкт-Петербург	 630153	2198	 586028	 22087
Московская область	 455358	1733	 395815	 8238
Нижегородская область	 172000	596	 156954	 6735
Свердловская область	 141070	534	 129879	 6461
Ростовская область	 140650	517	 121274	 6923
Воронежская область	 135666	588	 112160	 4481
Красноярский край	 117520	374	 104236	 5913
Иркутская область	 110570	374	 99169	 4866
Самарская область	 107709	626	 87182	 3967
Пермский край	 103584	510	 91099	 4975
Челябинская область	 97583	391	 84000	 3494
Волгоградская область	 93514	366	 83241	 2879
Архангельская область	 90624	290	 83773	 1183
Саратовская область	 90038	325	 81819	 3123
Ставропольский край	 87266	354	 68460	 3135
Омская область	 85927	366	 69087	 2213
Хабаровский край	 85139	282	 79056	 813
Ульяновская область	 84379	337	 73894	 2638
Республика Крым	 80922	435	 69037	 2615
Оренбургская область	 78803	358	 67223	 2031
Алтайский край	 78732	267	 59698	 4283
Ханты-Мансийский АО	 75927	187	 72150	 1103
Краснодарский край	 74807	222	 54203	 6351
Мурманская область	 73155	163	 55270	 2100
Пензенская область	 71599	255	 57879	 2798
Республика Коми	 71128	251	 64885	 1805
Ленинградская область	 70140	246	 52851	 2479
Приморский край	 69784	213	 61999	 1163
Вологодская область	 69780	260	 62958	 1919
Забайкальский край	 69692	195	 60449	 1181
Республика Башкортостан	 68797	488	 59607	 1705
Тверская область	 67685	249	 59460	 1661
Республика Карелия	 66577	258	 63525	 880
Брянская область	 66461	249	 61527	 1492
Новосибирская область	 64217	165	 50769	 3033
Тюменская область	 62730	245	 54429	 1978
Ярославская область	 62351	205	 54493	 1228
Астраханская область	 60101	178	 46218	 1691
Республика Бурятия	 59263	101	 50895	 1859
Курская область	 58514	225	 52505	 1472
Кировская область	 58158	149	 54022	 540
Кемеровская область	 57386	168	 54992	 1317
Калининградская область	 55879	269	 50012	 765
Тульская область	 55149	134	 47397	 3064
Владимирская область	 55114	223	 50201	 1989
Республика Саха (Якутия)	 54994	220	 42346	 1234
Белгородская область	 54683	198	 49956	 1179
Удмуртская Республика	 54243	268	 43972	 2118
Липецкая область	 53986	242	 46853	 1703
Республика Дагестан	 52336	116	 48406	 2534
Псковская область	 50979	191	 43622	 797
Ямало-Ненецкий автономный округ	 50869	103	 48836	 696
Смоленская область	 50814	197	 44908	 1759
Ивановская область	 49642	180	 45330	 1629
Калужская область	 48704	124	 46051	 729
Орловская область	 46730	168	 44057	 1016
Новгородская область	 44889	144	 41459	 452
Томская область	 44019	88	 36820	 568
Тамбовская область	 43940	132	 41535	 925
Рязанская область	 42865	140	 39183	 1139
Республика Хакасия	 39339	126	 34969	 1111
Амурская область	 35993	122	 29833	 451
Республика Чувашия	 34318	90	 31024	 2361
Костромская область	 34192	136	 28186	 793
Курганская область	 33915	140	 30653	 717
Сахалинская область	 33220	51	 32293	 309
Кабардино-Балкарская Республика	 32207	83	 30366	 809
Севастополь	 31395	196	 28151	 1130
Республика Калмыкия	 30699	61	 29003	 610
Республика Мордовия	 28461	85	 24402	 574
Республика Татарстан	 27331	70	 23358	 757
Республика Тыва	 26866	58	 22775	 282
Карачаево-Черкесская Республика	 25671	56	 22731	 631
Республика Северная Осетия — Алания	 23232	73	 20951	 628
Чеченская Республика	 22885	71	 21243	 608
Республика Ингушетия	 21767	61	 19903	 324
Республика Алтай	 21690	31	 20605	 364
Республика Марий Эл	 19954	63	 18660	 605
Камчатский край	 19882	40	 15619	 358
Республика Адыгея	 19851	51	 17655	 443
Магаданская область	 11105	17	 10425	 260
Еврейская автономная область	 8147	33	 6661	 267
Ненецкий автономный округ	 2345	11	 2195	 45
Чукотский автономный округ	 1909	16	 1533	 18
