Москва	 239315	674	 59082	 175812	 4421
Московская область	 63018	126	 16131	 45787	 1100
Санкт-Петербург	 30975	168	 5873	 23124	 1978
Нижегородская область	 23335	163	 4930	 18031	 374
Свердловская область	 19934	209	 4680	 15011	 243
Ханты-Мансийский АО	 15817	187	 4002	 11687	 128
Иркутская область	 12975	162	 4858	 7953	 164
Красноярский край	 12734	153	 990	 11433	 311
Ростовская область	 12538	133	 2348	 9980	 210
Воронежская область	 10890	87	 2224	 8587	 79
Челябинская область	 10836	124	 4488	 6257	 91
Ямало-Ненецкий автономный округ	 10673	136	 3936	 6663	 74
Мурманская область	 9791	164	 4246	 5477	 68
Республика Дагестан	 9143	40	 650	 8051	 442
Саратовская область	 9111	96	 3686	 5369	 56
Новосибирская область	 9033	103	 1812	 7010	 211
Волгоградская область	 8870	92	 3599	 5210	 61
Алтайский край	 8786	121	 1943	 6779	 64
Ульяновская область	 8781	110	 2672	 6037	 72
Архангельская область	 8497	63	 1358	 6973	 166
Тульская область	 8230	32	 1216	 6794	 220
Краснодарский край	 7975	95	 1058	 6811	 106
Ставропольский край	 7880	110	 2625	 5107	 148
Брянская область	 7272	27	 1447	 5790	 35
Хабаровский край	 7192	101	 2776	 4361	 55
Калужская область	 7133	22	 1255	 5822	 56
Самарская область	 6729	32	 1995	 4653	 81
Республика Башкортостан	 6640	33	 1655	 4964	 21
Республика Чувашия	 6609	42	 2942	 3616	 51
Оренбургская область	 6594	109	 1619	 4931	 44
Приморский край	 6500	110	 1473	 4953	 74
Омская область	 6413	115	 2348	 4003	 62
Пензенская область	 6364	40	 846	 5437	 81
Ивановская область	 6352	22	 1511	 4753	 88
Рязанская область	 6213	30	 382	 5803	 28
Курская область	 6137	21	 1469	 4619	 49
Республика Тыва	 6018	30	 2154	 3814	 50
Кабардино-Балкарская Республика	 5931	15	 406	 5457	 68
Ярославская область	 5916	39	 657	 5234	 25
Тамбовская область	 5878	36	 1136	 4712	 30
Белгородская область	 5829	45	 276	 5507	 46
Ленинградская область	 5757	47	 1232	 4469	 56
Пермский край	 5651	73	 1352	 4158	 141
Республика Саха (Якутия)	 5614	49	 288	 5276	 50
Смоленская область	 5589	18	 1714	 3781	 94
Тюменская область	 5576	92	 1428	 4123	 25
Орловская область	 5552	29	 1279	 4185	 88
Владимирская область	 5516	26	 262	 5126	 128
Республика Татарстан	 5501	32	 1043	 4436	 22
Республика Коми	 5185	41	 1541	 3599	 45
Кировская область	 4617	47	 126	 4423	 68
Липецкая область	 4510	11	 930	 3558	 22
Тверская область	 4505	27	 574	 3797	 134
Республика Северная Осетия — Алания	 4501	18	 479	 3955	 67
Астраханская область	 4473	36	 940	 3488	 45
Карачаево-Черкесская Республика	 4415	18	 1316	 3079	 20
Республика Мордовия	 4392	32	 1049	 3309	 34
Забайкальский край	 4050	12	 400	 3603	 47
Томская область	 3979	53	 1464	 2484	 31
Республика Бурятия	 3969	35	 788	 3142	 39
Республика Марий Эл	 3716	19	 547	 3138	 31
Новгородская область	 3690	18	 1296	 2324	 70
Псковская область	 3633	15	 1137	 2444	 52
Республика Ингушетия	 3620	15	 687	 2860	 73
Кемеровская область	 3329	69	 1182	 2131	 16
Камчатский край	 3289	19	 368	 2879	 42
Калининградская область	 2821	16	 455	 2323	 43
Республика Хакасия	 2786	17	 413	 2342	 31
Амурская область	 2660	28	 747	 1866	 47
Республика Адыгея	 2642	38	 579	 2043	 20
Республика Калмыкия	 2512	2	 690	 1785	 37
Сахалинская область	 2362	68	 1469	 893	 0
Вологодская область	 2324	27	 402	 1901	 21
Удмуртская Республика	 2303	24	 512	 1768	 23
Республика Карелия	 2179	9	 877	 1298	 4
Костромская область	 2154	17	 662	 1466	 26
Курганская область	 2126	35	 764	 1353	 9
Чеченская Республика	 2018	8	 644	 1343	 31
Республика Алтай	 1476	14	 466	 1009	 1
Магаданская область	 1269	6	 347	 912	 10
Республика Крым	 1116	12	 258	 843	 15
Еврейская автономная область	 525	2	 67	 450	 8
Севастополь	 339	3	 68	 265	 6
Ненецкий автономный округ	 265	1	 193	 72	 0
Чукотский автономный округ	 152	0	 5	 146	 1
