Москва	 149	 594	 987	 10
Санкт-Петербург	 64	 223	 297	 5
Московская область	 51	 233	 323	 1
Свердловская область	 35	 99	 111	 0
Нижегородская область	 30	 92	 91	 3
Воронежская область	 28	 133	 132	 2
Самарская область	 32	 32	 61	 1
Ростовская область	 11	 140	 98	 0
Пермский край	 17	 47	 64	 0
Красноярский край	 12	 36	 30	 2
Челябинская область	 64	 143	 86	 2
Иркутская область	 36	 62	 77	 0
Республика Башкортостан	 32	 12	 49	 1
Алтайский край	 27	 23	 53	 0
Краснодарский край	 17	 55	 89	 0
Новосибирская область	 23	 8	 47	 0
Саратовская область	 11	 38	 55	 0
Архангельская область	 21	 43	 55	 0
Волгоградская область	 46	 8	 84	 0
Оренбургская область	 3	 16	 20	 0
Ханты-Мансийский АО	 6	 20	 43	 1
Омская область	 35	 9	 35	 1
Ульяновская область	 8	 7	 25	 0
Хабаровский край	 4	 1	 8	 0
Ставропольский край	 20	 60	 68	 0
Вологодская область	 6	 28	 35	 0
Тюменская область	 25	 4	 35	 0
Ленинградская область	 7	 36	 71	 0
Пензенская область	 24	 33	 35	 2
Республика Крым	 6	 16	 25	 1
Республика Саха (Якутия)	 21	 5	 37	 0
Приморский край	 12	 4	 26	 0
Республика Коми	 6	 32	 25	 0
Калининградская область	 10	 2	 22	 1
Забайкальский край	 10	 30	 14	 0
Удмуртская Республика	 7	 2	 18	 0
Кемеровская область	 34	 25	 35	 1
Ярославская область	 5	 48	 50	 0
Тверская область	 1	 14	 25	 1
Брянская область	 0	 25	 27	 0
Тульская область	 4	 65	 41	 1
Липецкая область	 3	 30	 40	 1
Республика Татарстан	 57	 17	 43	 0
Владимирская область	 1	 19	 13	 0
Кировская область	 10	 13	 25	 0
Республика Карелия	 2	 54	 45	 0
Республика Бурятия	 5	 10	 24	 0
Ямало-Ненецкий автономный округ	 5	 15	 10	 0
Мурманская область	 3	 6	 12	 1
Томская область	 15	 20	 31	 1
Смоленская область	 1	 19	 19	 0
Белгородская область	 2	 17	 11	 0
Рязанская область	 10	 25	 33	 1
Курская область	 16	 39	 37	 0
Астраханская область	 32	 3	 44	 0
Тамбовская область	 5	 3	 10	 0
Орловская область	 5	 19	 18	 0
Ивановская область	 7	 16	 21	 0
Псковская область	 7	 15	 20	 1
Амурская область	 6	 21	 19	 0
Курганская область	 3	 0	 15	 0
Калужская область	 8	 20	 21	 0
Новгородская область	 6	 38	 25	 0
Республика Дагестан	 2	 1	 1	 0
Костромская область	 5	 5	 5	 0
Республика Хакасия	 1	 5	 9	 0
Севастополь	 4	 3	 16	 1
Чувашская Республика	 46	 45	 53	 0
Республика Мордовия	 7	 13	 11	 0
Сахалинская область	 1	 5	 3	 0
Кабардино-Балкарская Республика	 5	 4	 4	 0
Республика Калмыкия	 3	 4	 5	 0
Республика Адыгея	 1	 1	 3	 0
Карачаево-Черкесская Республика	 0	 8	 2	 0
Республика Марий Эл	 4	 3	 8	 0
Республика Тыва	 0	 0	 1	 0
Чеченская Республика	 4	 15	 29	 0
Республика Ингушетия	 7	 5	 5	 0
Республика Северная Осетия — Алания	 4	 16	 9	 1
Камчатский край	 9	 12	 8	 0
Республика Алтай	 1	 6	 6	 0
Магаданская область	 0	 0	 1	 0
Еврейская автономная область	 9	 14	 8	 0
Ненецкий автономный округ	 0	 2	 3	 0
Чукотский автономный округ	 1	 1	 3	 0
