Москва	 185374	2286	 94481	 88269	 2624
Московская область	 40455	732	 31151	 8809	 495
Санкт-Петербург	 16689	376	 10458	 6008	 223
Нижегородская область	 10503	354	 6412	 3980	 111
Свердловская область	 6024	292	 3483	 2510	 31
Республика Дагестан	 5228	132	 500	 4457	 271
Ростовская область	 5195	253	 3321	 1834	 40
Красноярский край	 4530	150	 3231	 1259	 40
Калужская область	 4092	83	 2446	 1614	 32
Тульская область	 4074	106	 2114	 1921	 39
Краснодарский край	 3987	79	 1109	 2842	 36
Брянская область	 3885	98	 1432	 2422	 31
Рязанская область	 3653	72	 2569	 1075	 9
Республика Башкортостан	 3409	72	 2253	 1138	 18
Волгоградская область	 3334	119	 2217	 1097	 20
Республика Татарстан	 3297	53	 473	 2814	 10
Мурманская область	 3296	32	 1097	 2192	 7
Ярославская область	 3284	74	 2444	 826	 14
Саратовская область	 3269	95	 2029	 1206	 34
Курская область	 3123	60	 1658	 1452	 13
Тамбовская область	 3110	63	 1881	 1221	 8
Республика Чувашия	 3061	88	 1728	 1319	 14
Республика Северная Осетия — Алания	 3055	50	 929	 2070	 56
Челябинская область	 3042	113	 1687	 1336	 19
Новосибирская область	 3020	106	 1772	 1214	 34
Кабардино-Балкарская Республика	 2978	75	 1685	 1272	 21
Ленинградская область	 2928	53	 1239	 1674	 15
Владимирская область	 2797	62	 1934	 839	 24
Ханты-Мансийский АО	 2736	149	 1848	 870	 18
Самарская область	 2724	76	 1630	 1072	 22
Ульяновская область	 2672	105	 1919	 743	 10
Ставропольский край	 2653	85	 1432	 1174	 47
Пензенская область	 2502	85	 516	 1966	 20
Белгородская область	 2471	79	 1452	 999	 20
Ямало-Ненецкий автономный округ	 2466	51	 1293	 1163	 10
Смоленская область	 2409	110	 1547	 821	 41
Орловская область	 2372	31	 1115	 1231	 26
Липецкая область	 2261	67	 1513	 742	 6
Воронежская область	 2234	95	 719	 1499	 16
Хабаровский край	 2209	67	 1114	 1083	 12
Иркутская область	 2189	210	 1771	 405	 13
Республика Ингушетия	 2164	37	 1206	 906	 52
Ивановская область	 2140	83	 1258	 864	 18
Архангельская область	 2124	56	 1458	 659	 7
Республика Саха (Якутия)	 2116	74	 1165	 943	 8
Приморский край	 2103	54	 924	 1160	 19
Оренбургская область	 2032	53	 829	 1196	 7
Алтайский край	 1985	70	 1140	 833	 12
Республика Мордовия	 1970	39	 1059	 898	 13
Астраханская область	 1937	54	 904	 1014	 19
Республика Марий Эл	 1854	39	 396	 1445	 13
Пермский край	 1839	57	 670	 1147	 22
Кировская область	 1828	77	 830	 981	 17
Тюменская область	 1702	41	 825	 869	 8
Тверская область	 1695	45	 520	 1147	 28
Калининградская область	 1607	54	 913	 670	 24
Республика Бурятия	 1563	50	 679	 874	 10
Омская область	 1437	26	 1033	 386	 18
Новгородская область	 1430	77	 1031	 391	 8
Республика Коми	 1393	41	 621	 748	 24
Чеченская Республика	 1264	17	 404	 847	 13
Карачаево-Черкесская Республика	 1204	67	 859	 340	 5
Забайкальский край	 1165	29	 568	 576	 21
Республика Тыва	 1161	46	 985	 174	 2
Республика Калмыкия	 1085	11	 552	 518	 15
Республика Хакасия	 1020	35	 425	 585	 10
Вологодская область	 979	27	 592	 380	 7
Камчатский край	 916	35	 639	 269	 8
Псковская область	 910	23	 541	 359	 10
Республика Адыгея	 890	16	 468	 413	 9
Костромская область	 804	32	 373	 420	 11
Томская область	 739	23	 388	 340	 11
Удмуртская Республика	 717	35	 280	 425	 12
Кемеровская область	 589	44	 323	 259	 7
Амурская область	 546	18	 353	 188	 5
Республика Карелия	 453	8	 261	 191	 1
Республика Крым	 387	2	 137	 247	 3
Еврейская автономная область	 314	0	 100	 211	 3
Курганская область	 252	7	 118	 134	 0
Магаданская область	 248	2	 46	 199	 3
Севастополь	 168	3	 29	 136	 3
Республика Алтай	 133	1	 53	 80	 0
Сахалинская область	 133	15	 79	 54	 0
Чукотский автономный округ	 81	1	 24	 56	 1
Ненецкий автономный округ	 74	1	 59	 15	 0
