Москва	 215014	1068	 74727	 136670	 3617
Московская область	 54375	506	 28556	 25036	 783
Санкт-Петербург	 22412	217	 7896	 13647	 869
Нижегородская область	 15774	219	 7135	 8438	 201
Свердловская область	 11129	197	 5492	 5566	 71
Ростовская область	 8675	141	 4387	 4198	 90
Красноярский край	 7726	146	 4810	 2830	 86
Республика Дагестан	 7267	79	 1960	 4956	 351
Ханты-Мансийский АО	 6581	295	 3259	 3287	 35
Воронежская область	 6062	199	 2854	 3178	 30
Тульская область	 6056	83	 1415	 4558	 83
Челябинская область	 5825	176	 2808	 2955	 62
Брянская область	 5655	76	 1483	 4138	 34
Калужская область	 5640	60	 2630	 2967	 43
Саратовская область	 5562	112	 2881	 2640	 41
Иркутская область	 5528	194	 3710	 1778	 40
Волгоградская область	 5518	108	 3140	 2345	 33
Краснодарский край	 5501	61	 1216	 4220	 65
Новосибирская область	 5142	109	 2280	 2790	 72
Республика Башкортостан	 4959	53	 2556	 2385	 18
Ульяновская область	 4920	110	 2773	 2112	 35
Рязанская область	 4855	47	 1879	 2959	 17
Архангельская область	 4631	107	 2807	 1792	 32
Республика Чувашия	 4612	71	 2030	 2558	 24
Курская область	 4550	68	 1936	 2587	 27
Мурманская область	 4516	85	 1387	 3120	 9
Кабардино-Балкарская Республика	 4511	75	 2041	 2423	 47
Ставропольский край	 4451	102	 1957	 2409	 85
Ярославская область	 4435	45	 1949	 2469	 17
Самарская область	 4388	63	 2063	 2272	 53
Пензенская область	 4380	73	 615	 3731	 34
Тамбовская область	 4368	50	 2047	 2306	 15
Ямало-Ненецкий автономный округ	 4271	140	 2382	 1862	 27
Смоленская область	 4252	44	 2324	 1869	 59
Республика Татарстан	 4231	39	 573	 3647	 11
Орловская область	 4186	58	 1948	 2193	 45
Ивановская область	 4098	81	 1723	 2340	 35
Ленинградская область	 4016	52	 199	 3790	 27
Белгородская область	 3976	80	 1226	 2711	 39
Владимирская область	 3954	51	 1655	 2247	 52
Республика Северная Осетия — Алания	 3798	30	 362	 3370	 66
Республика Саха (Якутия)	 3742	85	 1192	 2526	 24
Приморский край	 3643	90	 1505	 2102	 36
Хабаровский край	 3590	66	 1730	 1837	 23
Липецкая область	 3438	50	 1711	 1715	 12
Республика Тыва	 3435	150	 2853	 579	 3
Алтайский край	 3371	73	 985	 2359	 27
Оренбургская область	 3245	64	 819	 2412	 14
Астраханская область	 3206	48	 1085	 2093	 28
Пермский край	 3202	66	 963	 2173	 66
Тверская область	 3197	63	 1177	 1961	 59
Республика Мордовия	 3040	54	 1155	 1862	 23
Омская область	 3018	98	 1333	 1660	 25
Кировская область	 2916	47	 785	 2099	 32
Карачаево-Черкесская Республика	 2902	87	 1960	 933	 9
Республика Коми	 2864	59	 1614	 1221	 29
Республика Ингушетия	 2828	22	 500	 2264	 64
Республика Марий Эл	 2710	31	 132	 2558	 20
Тюменская область	 2621	47	 1073	 1532	 16
Забайкальский край	 2596	69	 1089	 1467	 40
Республика Бурятия	 2591	42	 898	 1677	 16
Новгородская область	 2478	61	 1868	 590	 20
Псковская область	 2353	75	 1665	 669	 19
Калининградская область	 2321	29	 1070	 1218	 33
Камчатский край	 1793	38	 1196	 569	 28
Томская область	 1785	60	 980	 791	 14
Чеченская Республика	 1619	19	 446	 1153	 20
Республика Хакасия	 1612	29	 438	 1161	 13
Республика Адыгея	 1569	28	 555	 1002	 12
Вологодская область	 1445	17	 409	 1020	 16
Амурская область	 1399	59	 852	 540	 7
Костромская область	 1360	29	 618	 727	 15
Кемеровская область	 1352	75	 811	 533	 8
Республика Калмыкия	 1339	12	 379	 942	 18
Удмуртская Республика	 1254	19	 391	 848	 15
Республика Карелия	 1025	34	 620	 403	 2
Республика Крым	 608	13	 198	 403	 7
Магаданская область	 606	20	 331	 271	 4
Курганская область	 571	43	 281	 290	 0
Сахалинская область	 566	41	 463	 103	 0
Республика Алтай	 436	15	 252	 184	 0
Еврейская автономная область	 399	2	 78	 316	 5
Севастополь	 207	1	 38	 166	 3
Чукотский автономный округ	 133	0	 27	 105	 1
Ненецкий автономный округ	 95	0	 62	 33	 0
