Москва	 981850	1277	 65669	 901035	 15146
Санкт-Петербург	 369057	937	 54980	 302916	 11161
Московская область	 215207	617	 34781	 175711	 4715
Нижегородская область	 97338	383	 5165	 89688	 2485
Свердловская область	 78022	153	 4616	 71009	 2397
Ростовская область	 73597	282	 6377	 64091	 3129
Воронежская область	 68451	291	 4189	 62342	 1920
Красноярский край	 62882	159	 1912	 58150	 2820
Архангельская область	 56900	119	 5079	 51159	 662
Иркутская область	 56115	224	 1401	 52916	 1798
Ханты-Мансийский АО	 51673	104	 1337	 49584	 752
Челябинская область	 51220	192	 5132	 45074	 1014
Саратовская область	 49895	190	 4206	 45040	 649
Волгоградская область	 49735	177	 1376	 47572	 787
Самарская область	 49082	275	 2886	 45284	 912
Хабаровский край	 49059	62	 2537	 46234	 288
Ульяновская область	 47885	99	 2676	 44387	 822
Ставропольский край	 47482	94	 2959	 43434	 1089
Пермский край	 47215	184	 6061	 39408	 1746
Мурманская область	 46929	83	 606	 45372	 951
Алтайский край	 43797	131	 3173	 39102	 1522
Омская область	 41143	99	 2200	 37720	 1223
Республика Карелия	 41021	93	 3723	 36987	 311
Приморский край	 40530	83	 4443	 35453	 634
Республика Коми	 39596	81	 401	 38442	 753
Вологодская область	 39566	151	 2323	 36429	 814
Забайкальский край	 38828	102	 1167	 37127	 534
Краснодарский край	 38722	140	 3303	 33461	 1958
Пензенская область	 38611	152	 3369	 34799	 443
Оренбургская область	 37754	80	 2173	 34966	 615
Ямало-Ненецкий автономный округ	 37178	36	 1540	 35238	 400
Кировская область	 36746	126	 4798	 31653	 295
Ленинградская область	 36300	149	 2873	 32770	 657
Новосибирская область	 35975	115	 1528	 32995	 1452
Республика Крым	 35857	67	 2940	 31978	 939
Тверская область	 34008	139	 2015	 31366	 627
Республика Бурятия	 33839	104	 1535	 31587	 717
Тульская область	 33273	116	 1186	 30809	 1278
Брянская область	 33092	99	 632	 32203	 257
Ярославская область	 33074	130	 1168	 31496	 410
Республика Саха (Якутия)	 32628	39	 934	 31178	 516
Псковская область	 32095	99	 10706	 21218	 171
Кемеровская область	 31778	55	 270	 30950	 558
Белгородская область	 31635	94	 2233	 28912	 490
Тюменская область	 31468	80	 1564	 29611	 293
Курская область	 30969	123	 2857	 27649	 463
Ивановская область	 30698	70	 1162	 28603	 933
Орловская область	 30443	82	 2530	 27470	 443
Томская область	 30357	47	 1717	 28321	 319
Калужская область	 30021	100	 2079	 27682	 260
Республика Дагестан	 29861	40	 919	 27597	 1345
Республика Башкортостан	 28856	137	 5529	 23047	 280
Астраханская область	 28487	97	 6848	 21068	 571
Калининградская область	 28410	100	 2405	 25745	 260
Удмуртская Республика	 28371	75	 2635	 25095	 641
Владимирская область	 27666	121	 2111	 24672	 883
Новгородская область	 27281	64	 3380	 23788	 113
Тамбовская область	 26506	115	 1922	 24235	 349
Смоленская область	 26365	74	 1107	 24633	 625
Липецкая область	 24879	107	 3076	 21364	 439
Рязанская область	 24605	63	 1668	 22636	 301
Сахалинская область	 21581	35	 1076	 20472	 33
Республика Чувашия	 21502	50	 778	 19679	 1045
Республика Хакасия	 21341	24	 673	 20215	 453
Кабардино-Балкарская Республика	 21128	69	 972	 19785	 371
Амурская область	 21089	36	 1390	 19521	 178
Карачаево-Черкесская Республика	 19123	35	 1686	 17374	 63
Республика Калмыкия	 19074	35	 695	 18082	 297
Костромская область	 18481	43	 2538	 15588	 355
Республика Татарстан	 18082	53	 3052	 14692	 338
Республика Мордовия	 17928	46	 1874	 15891	 163
Курганская область	 17778	68	 1635	 15836	 307
Республика Алтай	 16226	5	 126	 15937	 163
Республика Северная Осетия — Алания	 15760	27	 1269	 14336	 155
Республика Тыва	 15660	4	 890	 14577	 193
Республика Ингушетия	 14772	15	 1601	 12998	 173
Республика Адыгея	 13803	12	 1403	 12249	 151
Камчатский край	 13578	30	 1199	 12261	 118
Севастополь	 12067	57	 436	 11132	 499
Республика Марий Эл	 11845	25	 1077	 10596	 172
Чеченская Республика	 11320	10	 413	 10796	 111
Магаданская область	 8146	4	 182	 7868	 96
Еврейская автономная область	 4330	4	 93	 4118	 119
Ненецкий автономный округ	 1023	0	 92	 928	 3
Чукотский автономный округ	 695	1	 42	 648	 5
