Москва   122     1706    1661    15
Санкт-Петербург  158     1094    713     16
Московская область   25  182     267     0
Свердловская область     49  382     165     2
Нижегородская область    14  103     85  0
Самарская область    47  271     231     2
Воронежская область  17  81  37  0
Пермский край    20  277     148     2
Ростовская область   6   31  25  0
Красноярский край    28  55  99  2
Челябинская область  33  136     72  2
Иркутская область    43  150     138     0
Краснодарский край   8   84  48  0
Республика Башкортостан  47  285     334     2
Алтайский край   10  87  59  0
Новосибирская область    9   116     95  1
Саратовская область  2   53  49  0
Архангельская область    12  91  40  0
Волгоградская область    13  48  26  0
Ханты-Мансийский АО  9   92  61  0
Тюменская область    2   89  61  0
Ставропольский край  9   69  64  0
Оренбургская область     3   21  13  0
Ленинградская область    13  54  86  0
Удмуртская Республика    7   205     170     1
Омская область   14  44  35  1
Ульяновская область  1   47  22  0
Хабаровский край     15  69  51  0
Пензенская область   14  76  72  2
Республика Саха (Якутия)     7   67  49  0
Вологодская область  8   38  37  0
Кемеровская область  9   62  44  1
Республика Крым  7   29  24  0
Приморский край  18  76  69  0
Калининградская область  7   50  59  0
Республика Татарстан     31  138     72  0
Республика Коми  10  75  18  0
Забайкальский край   2   56  16  0
Ярославская область  2   74  67  0
Тульская область     8   25  14  0
Брянская область     6   16  14  0
Тверская область     1   10  15  0
Владимирская область     7   45  25  1
Липецкая область     1   33  11  0
Кировская область    22  81  26  0
Белгородская область     8   32  20  0
Республика Карелия   2   32  25  0
Томская область  5   94  29  1
Республика Бурятия   8   54  31  1
Ямало-Ненецкий автономный округ  0   19  25  0
Курская область  13  33  15  0
Рязанская область    7   28  12  1
Смоленская область   3   11  4   1
Мурманская область   3   12  18  0
Тамбовская область   1   3   8   1
Орловская область    10  15  14  0
Астраханская область     10  16  11  0
Ивановская область   7   22  17  0
Амурская область     11  89  57  0
Псковская область    1   8   6   0
Курганская область   0   41  20  0
Калужская область    7   26  13  0
Новгородская область     3   9   25  0
Чувашская Республика     11  147     127     0
Республика Хакасия   8   4   23  0
Костромская область  0   5   6   1
Республика Дагестан  14  16  18  0
Севастополь  5   10  13  0
Республика Мордовия  10  15  14  0
Кабардино-Балкарская Республика  3   12  13  0
Сахалинская область  0   17  13  0
Республика Калмыкия  0   12  5   0
Республика Адыгея    2   5   4   0
Республика Тыва  0   1   2   0
Республика Марий Эл  4   96  33  0
Карачаево-Черкесская Республика  0   7   2   0
Чеченская Республика     5   9   5   0
Республика Северная Осетия — Алания  3   7   8   0
Камчатский край  0   7   2   0
Республика Ингушетия     3   2   4   0
Республика Алтай     0   0   1   0
Еврейская автономная область     1   8   5   0
Магаданская область  0   4   3   0
Ненецкий автономный округ    1   7   3   0
Чукотский автономный округ   0   7   5   0
