Москва	 1278265	9120	 143119	 1113794	 21352
Санкт-Петербург	 456336	996	 12812	 428256	 15268
Московская область	 288904	1456	 44718	 237857	 6329
Нижегородская область	 121469	231	 2756	 114756	 3957
Ростовская область	 97187	159	 3519	 89058	 4610
Свердловская область	 91594	159	 2516	 85415	 3663
Воронежская область	 87935	193	 1554	 83259	 3122
Красноярский край	 75582	137	 2527	 69191	 3864
Иркутская область	 72049	126	 833	 68630	 2586
Самарская область	 66016	70	 861	 62993	 2162
Архангельская область	 65241	103	 1683	 62542	 1016
Саратовская область	 64834	119	 1770	 61843	 1221
Челябинская область	 63494	98	 2092	 59668	 1734
Волгоградская область	 61479	92	 1557	 58472	 1450
Пермский край	 59398	122	 2967	 53843	 2588
Ханты-Мансийский АО	 58760	85	 812	 57144	 804
Ульяновская область	 57610	96	 961	 55066	 1583
Ставропольский край	 55987	72	 1143	 53232	 1612
Хабаровский край	 53848	105	 1902	 51495	 451
Алтайский край	 52862	90	 3347	 47132	 2383
Мурманская область	 52495	89	 2453	 48782	 1260
Краснодарский край	 50336	111	 2299	 44793	 3244
Омская область	 48932	103	 1009	 46461	 1462
Пензенская область	 48683	82	 2461	 45310	 912
Республика Карелия	 48475	80	 1160	 46719	 596
Ленинградская область	 47111	114	 1463	 44002	 1646
Вологодская область	 47046	60	 2131	 43780	 1135
Республика Крым	 45794	166	 2147	 42205	 1442
Оренбургская область	 45588	99	 2448	 42080	 1060
Приморский край	 45524	91	 2791	 41988	 745
Кировская область	 45486	113	 2127	 42980	 379
Новосибирская область	 45105	131	 2488	 40637	 1980
Республика Коми	 45022	76	 300	 43747	 975
Забайкальский край	 44474	107	 1458	 42321	 695
Тверская область	 43833	143	 1902	 40783	 1148
Ярославская область	 42614	98	 1600	 40349	 665
Брянская область	 42026	128	 826	 40804	 396
Тульская область	 41292	86	 545	 38599	 2148
Республика Бурятия	 41197	226	 729	 39470	 998
Республика Саха (Якутия)	 40325	96	 2953	 36633	 739
Белгородская область	 39977	73	 1398	 37851	 728
Республика Башкортостан	 39972	107	 1497	 37916	 559
Курская область	 39672	77	 758	 38025	 889
Ямало-Ненецкий автономный округ	 39560	33	 670	 38465	 425
Псковская область	 38636	63	 5177	 33017	 442
Кемеровская область	 38328	102	 645	 36911	 772
Тюменская область	 37888	78	 955	 36300	 633
Ивановская область	 37414	67	 803	 35353	 1258
Калужская область	 36645	56	 1268	 35022	 355
Орловская область	 36546	54	 1123	 34711	 712
Астраханская область	 35055	49	 362	 33876	 817
Удмуртская Республика	 34882	44	 2085	 31785	 1012
Калининградская область	 34869	90	 672	 33678	 519
Республика Дагестан	 34597	65	 1127	 31955	 1515
Владимирская область	 34508	74	 1165	 32098	 1245
Тамбовская область	 34004	68	 956	 32468	 580
Томская область	 33529	49	 1111	 31964	 454
Липецкая область	 32740	58	 2301	 29604	 835
Смоленская область	 32725	106	 1040	 30608	 1077
Новгородская область	 31669	39	 666	 30821	 182
Рязанская область	 30248	56	 970	 28706	 572
Республика Чувашия	 26682	53	 773	 24415	 1494
Кабардино-Балкарская Республика	 24594	20	 280	 23831	 483
Республика Хакасия	 23942	67	 658	 22714	 570
Сахалинская область	 23801	66	 740	 23005	 56
Амурская область	 23292	49	 390	 22605	 297
Костромская область	 22273	59	 2415	 19355	 503
Республика Татарстан	 22061	32	 1905	 19633	 523
Курганская область	 21949	30	 547	 20967	 435
Республика Мордовия	 21521	34	 1960	 19252	 309
Республика Калмыкия	 21175	25	 293	 20486	 396
Карачаево-Черкесская Республика	 20682	13	 226	 20293	 163
Республика Алтай	 17450	25	 323	 16880	 247
Республика Северная Осетия — Алания	 17164	10	 463	 16477	 224
Республика Тыва	 16100	15	 117	 15780	 203
Республика Ингушетия	 15988	12	 184	 15614	 190
Севастополь	 15574	61	 671	 14195	 708
Камчатский край	 14901	15	 570	 14093	 238
Республика Адыгея	 14837	14	 292	 14320	 225
Республика Марий Эл	 13955	26	 254	 13431	 270
Чеченская Республика	 12503	16	 135	 12223	 145
Магаданская область	 8571	12	 113	 8345	 113
Еврейская автономная область	 4593	8	 97	 4350	 146
Ненецкий автономный округ	 1150	5	 33	 1113	 4
Чукотский автономный округ	 785	3	 34	 743	 8
