Москва	 102	 1376	 1519	 12
Санкт-Петербург	 57	 554	 736	 7
Московская область	 21	 39	 144	 2
Свердловская область	 0	 84	 273	 0
Нижегородская область	 8	 76	 107	 1
Самарская область	 12	 82	 247	 2
Воронежская область	 4	 6	 102	 0
Пермский край	 4	 57	 89	 2
Ростовская область	 0	 17	 14	 0
Красноярский край	 6	 59	 50	 1
Челябинская область	 11	 72	 85	 0
Иркутская область	 8	 55	 80	 1
Республика Башкортостан	 5	 48	 105	 0
Краснодарский край	 5	 23	 34	 0
Алтайский край	 6	 40	 51	 0
Новосибирская область	 0	 52	 50	 1
Саратовская область	 0	 23	 131	 0
Архангельская область	 7	 13	 54	 0
Волгоградская область	 3	 19	 27	 0
Ханты-Мансийский АО	 4	 88	 130	 0
Тюменская область	 5	 25	 109	 0
Ставропольский край	 3	 20	 0	 0
Ленинградская область	 3	 81	 79	 0
Оренбургская область	 0	 8	 34	 0
Удмуртская Республика	 5	 129	 140	 0
Омская область	 1	 7	 48	 1
Ульяновская область	 4	 22	 44	 0
Хабаровский край	 4	 42	 43	 0
Пензенская область	 5	 8	 38	 1
Республика Саха (Якутия)	 1	 15	 39	 0
Вологодская область	 1	 25	 27	 0
Кемеровская область	 0	 10	 35	 0
Республика Крым	 5	 24	 26	 0
Приморский край	 1	 84	 84	 0
Калининградская область	 1	 95	 115	 1
Республика Татарстан	 23	 30	 75	 0
Республика Коми	 0	 2	 30	 0
Забайкальский край	 0	 12	 39	 0
Ярославская область	 1	 29	 53	 0
Тульская область	 1	 3	 36	 0
Брянская область	 2	 2	 29	 0
Тверская область	 0	 11	 32	 0
Владимирская область	 3	 7	 31	 0
Липецкая область	 3	 9	 35	 0
Кировская область	 0	 24	 19	 0
Белгородская область	 0	 18	 46	 0
Республика Карелия	 0	 42	 37	 0
Томская область	 4	 12	 21	 1
Республика Бурятия	 2	 14	 33	 0
Ямало-Ненецкий автономный округ	 0	 16	 73	 0
Курская область	 5	 7	 27	 0
Рязанская область	 1	 3	 35	 0
Смоленская область	 0	 3	 3	 1
Мурманская область	 4	 11	 17	 0
Тамбовская область	 0	 4	 20	 0
Орловская область	 1	 8	 21	 0
Астраханская область	 3	 6	 12	 0
Ивановская область	 6	 21	 37	 1
Амурская область	 0	 12	 28	 0
Псковская область	 1	 1	 9	 0
Курганская область	 0	 10	 26	 0
Калужская область	 3	 18	 42	 0
Новгородская область	 3	 1	 12	 0
Чувашская Республика	 0	 54	 18	 0
Республика Хакасия	 2	 0	 5	 0
Костромская область	 0	 2	 11	 0
Республика Дагестан	 0	 10	 10	 0
Севастополь	 3	 11	 15	 0
Республика Мордовия	 0	 20	 47	 0
Кабардино-Балкарская Республика	 0	 6	 23	 0
Сахалинская область	 0	 5	 4	 1
Республика Калмыкия	 0	 6	 8	 0
Республика Адыгея	 0	 7	 2	 0
Республика Тыва	 0	 0	 15	 0
Республика Марий Эл	 0	 7	 14	 0
Карачаево-Черкесская Республика	 0	 1	 13	 0
Чеченская Республика	 5	 6	 4	 0
Республика Северная Осетия — Алания	 0	 0	 0	 1
Камчатский край	 2	 7	 12	 1
Республика Ингушетия	 0	 3	 3	 0
Республика Алтай	 0	 0	 2	 0
Еврейская автономная область	 0	 0	 1	 0
Магаданская область	 0	 0	 4	 0
Ненецкий автономный округ	 0	 1	 1	 0
Чукотский автономный округ	 0	 1	 0	 0
