Москва	42480	3175	404
Московская область	9070	272	71
Санкт-Петербург	3077	489	27
Нижегородская область	1367	109	8
Мурманская область	961	71	4
Республика Дагестан	827	48	11
Краснодарский край	780	122	19
Ленинградская область	700	56	0
Ростовская область	649	37	1
Тульская область	644	59	5
Рязанская область	602	47	0
Брянская область	599	90	3
Калужская область	583	25	8
Республика Коми	578	52	5
Республика Татарстан	562	51	0
Республика Ингушетия	552	75	13
Республика Башкортостан	527	59	14
Республика Мордовия	518	36	2
Красноярский край	508	59	5
Владимирская область	475	11	5
Тверская область	464	24	1
Курская область	456	38	4
Пермский край	434	52	4
Республика Марий Эл	431	46	3
Республика Чувашия	421	31	8
Ставропольский край	421	58	6
Чеченская Республика	409	23	6
Хабаровский край	406	22	5
Тамбовская область	399	47	1
Свердловская область	395	87	1
Тюменская область	386	58	3
Ярославская область	384	23	2
Оренбургская область	377	58	2
Орловская область	363	32	2
Кировская область	362	37	3
Ямало-Ненецкий автономный округ	348	35	1
Республика Северная Осетия — Алания	348	35	2
Воронежская область	338	42	8
Ульяновская область	307	5	3
Липецкая область	306	64	2
Саратовская область	305	38	2
Новосибирская область	305	39	4
Челябинская область	302	47	0
Кабардино-Балкарская Республика	300	21	1
Смоленская область	289	15	2
Алтайский край	283	22	2
Карачаево-Черкесская Республика	282	4	1
Приморский край	278	33	3
Астраханская область	277	42	4
Ивановская область	274	70	2
Ханты-Мансийский АО	274	53	1
Пензенская область	261	56	6
Волгоградская область	242	37	6
Белгородская область	242	31	2
Калининградская область	236	59	3
Самарская область	229	26	2
Новгородская область	211	14	2
Удмуртская Республика	202	19	4
Республика Бурятия	186	69	2
Республика Хакасия	176	15	2
Архангельская область	167	22	1
Республика Саха (Якутия)	152	18	0
Костромская область	148	11	3
Республика Калмыкия	146	19	3
Вологодская область	145	33	0
Республика Адыгея	134	32	3
Псковская область	110	9	7
Камчатский край	110	5	0
Кемеровская область	103	11	1
Забайкальский край	90	13	0
Магаданская область	88	2	0
Иркутская область	87	25	4
Еврейская автономная область	86	9	0
Республика Крым	67	29	0
Томская область	67	4	0
Омская область	62	20	2
Республика Карелия	44	5	0
Амурская область	36	5	0
Севастополь	31	6	0
Курганская область	29	4	0
Республика Тыва	27	0	0
Сахалинская область	20	13	0
Республика Алтай	15	0	0
Чукотский автономный округ	15	1	0
Ненецкий автономный округ	2	1	0
