Москва	 1072740	2704	 76994	 977880	 17866
Санкт-Петербург	 410074	682	 30327	 366806	 12941
Московская область	 244969	590	 37316	 201937	 5716
Нижегородская область	 112517	193	 1771	 107666	 3080
Ростовская область	 86101	237	 5013	 77116	 3972
Свердловская область	 85270	119	 3414	 78864	 2992
Воронежская область	 79261	170	 2279	 74405	 2577
Красноярский край	 69422	116	 1975	 64031	 3416
Иркутская область	 65102	151	 821	 62098	 2183
Архангельская область	 61404	72	 2943	 57548	 913
Самарская область	 60053	190	 1488	 57165	 1400
Челябинская область	 58017	112	 3051	 53584	 1382
Саратовская область	 57942	138	 4611	 52421	 910
Волгоградская область	 56044	105	 1358	 53625	 1061
Ханты-Мансийский АО	 55555	65	 535	 54230	 790
Пермский край	 53631	102	 3147	 48382	 2102
Ульяновская область	 52740	80	 1645	 49978	 1117
Ставропольский край	 52305	96	 1568	 49416	 1321
Хабаровский край	 51499	29	 1846	 49280	 373
Мурманская область	 50146	21	 1438	 47568	 1140
Алтайский край	 49025	83	 3047	 43962	 2016
Республика Карелия	 45348	62	 1520	 43381	 447
Омская область	 45246	66	 1288	 42588	 1370
Краснодарский край	 44673	101	 2797	 39298	 2578
Вологодская область	 44396	69	 2023	 41402	 971
Пензенская область	 44196	94	 2038	 41555	 603
Приморский край	 43307	32	 1911	 40690	 706
Республика Коми	 42950	46	 327	 41745	 878
Забайкальский край	 42039	35	 841	 40581	 617
Ленинградская область	 41896	88	 1572	 39215	 1109
Оренбургская область	 41779	71	 3094	 37866	 819
Кировская область	 41514	72	 2539	 38634	 341
Новосибирская область	 40501	85	 1271	 37507	 1723
Республика Крым	 39663	98	 1609	 36879	 1175
Тверская область	 39353	78	 1065	 37441	 847
Ямало-Ненецкий автономный округ	 38409	18	 841	 37154	 414
Тульская область	 38024	59	 616	 35639	 1769
Ярославская область	 37979	85	 1275	 36188	 516
Брянская область	 37543	80	 562	 36680	 301
Республика Бурятия	 36917	29	 539	 35549	 829
Белгородская область	 36139	85	 1406	 34119	 614
Курская область	 35859	76	 1879	 33310	 670
Псковская область	 35703	59	 9770	 25618	 315
Тюменская область	 34741	50	 1186	 33106	 449
Республика Башкортостан	 34592	97	 2469	 31695	 428
Кемеровская область	 34559	68	 400	 33507	 652
Республика Саха (Якутия)	 34488	82	 831	 33065	 592
Ивановская область	 33923	60	 506	 32291	 1126
Орловская область	 33704	53	 1701	 31458	 545
Калужская область	 33627	57	 1620	 31701	 306
Астраханская область	 32299	65	 755	 30828	 716
Удмуртская Республика	 32250	61	 2523	 28929	 798
Республика Дагестан	 31993	45	 940	 29617	 1436
Томская область	 31928	21	 554	 30988	 386
Владимирская область	 31461	67	 1537	 28853	 1071
Калининградская область	 31336	63	 1565	 29391	 380
Тамбовская область	 31101	59	 2115	 28531	 455
Новгородская область	 29609	42	 2079	 27409	 121
Липецкая область	 29315	70	 2435	 26255	 625
Смоленская область	 29043	52	 578	 27629	 836
Рязанская область	 27419	48	 1159	 25829	 431
Республика Чувашия	 23774	50	 784	 21658	 1332
Кабардино-Балкарская Республика	 23558	28	 450	 22671	 437
Сахалинская область	 22370	18	 354	 21975	 41
Амурская область	 22204	11	 602	 21328	 274
Республика Хакасия	 22197	23	 244	 21432	 521
Костромская область	 20398	20	 2314	 17657	 427
Республика Калмыкия	 20326	13	 371	 19618	 337
Республика Татарстан	 20170	37	 2456	 17263	 451
Курганская область	 20074	37	 1028	 18669	 377
Карачаево-Черкесская Республика	 19957	11	 52	 19832	 73
Республика Мордовия	 19825	32	 1737	 17853	 235
Республика Алтай	 16780	7	 70	 16486	 224
Республика Северная Осетия — Алания	 16646	10	 458	 15995	 193
Республика Тыва	 15797	2	 272	 15325	 200
Республика Ингушетия	 15343	15	 1578	 13580	 185
Камчатский край	 14380	9	 438	 13729	 213
Республика Адыгея	 14342	11	 389	 13782	 171
Севастополь	 13885	24	 543	 12742	 600
Республика Марий Эл	 12935	16	 394	 12317	 224
Чеченская Республика	 11908	11	 180	 11608	 120
Магаданская область	 8308	4	 61	 8148	 99
Еврейская автономная область	 4466	1	 64	 4277	 125
Ненецкий автономный округ	 1094	1	 44	 1046	 4
Чукотский автономный округ	 745	2	 5	 733	 7
