Москва	13002	1016	95
Московская область	2315	75	24
Санкт-Петербург	799	78	4
Республика Коми	305	1	3
Нижегородская область	292	20	4
Краснодарский край	215	32	3
Ленинградская область	190	5	0
Брянская область	142	7	0
Красноярский край	131	17	0
Республика Башкортостан	129	9	3
Мурманская область	128	10	1
Рязанская область	116	4	0
Республика Татарстан	107	14	0
Республика Дагестан	100	9	0
Владимирская область	100	1	2
Ростовская область	98	5	0
Ивановская область	96	8	0
Ставропольский край	95	10	2
Свердловская область	93	37	0
Республика Марий Эл	91	5	1
Пермский край	87	16	3
Ульяновская область	86	2	0
Республика Бурятия	86	17	1
Тульская область	85	13	0
Пензенская область	84	1	1
Тамбовская область	83	6	0
Калининградская область	79	16	1
Тверская область	75	3	0
Липецкая область	74	12	0
Республика Мордовия	71	4	0
Воронежская область	68	16	1
Тюменская область	67	9	0
Ямало-Ненецкий автономный округ	66	0	1
Республика Чувашия	65	2	0
Чеченская Республика	64	15	5
Курская область	58	3	0
Ханты-Мансийский АО	56	5	0
Смоленская область	55	1	1
Хабаровский край	54	7	2
Оренбургская область	53	6	1
Республика Северная Осетия — Алания	52	1	2
Кировская область	51	9	0
Кабардино-Балкарская Республика	50	3	0
Вологодская область	50	0	0
Саратовская область	49	6	0
Калужская область	49	5	0
Челябинская область	48	12	0
Волгоградская область	46	7	0
Белгородская область	41	3	0
Орловская область	41	3	0
Самарская область	40	14	0
Иркутская область	39	3	2
Алтайский край	36	3	0
Новосибирская область	36	10	0
Республика Ингушетия	34	0	1
Архангельская область	32	5	0
Приморский край	32	3	2
Республика Крым	32	12	0
Республика Калмыкия	32	9	0
Астраханская область	30	0	0
Республика Адыгея	27	6	0
Ярославская область	27	6	0
Республика Саха (Якутия)	26	13	0
Новгородская область	26	4	0
Псковская область	21	6	2
Республика Хакасия	20	3	0
Омская область	20	6	0
Удмуртская Республика	19	3	0
Костромская область	18	3	2
Карачаево-Черкесская Республика	16	0	0
Томская область	15	4	0
Забайкальский край	14	1	0
Кемеровская область	14	3	0
Сахалинская область	11	6	0
Камчатский край	10	0	0
Еврейская автономная область	9	0	0
Севастополь	7	2	0
Амурская область	6	1	0
Республика Тыва	6	0	0
Курганская область	4	1	0
Магаданская область	3	1	0
Республика Карелия	3	0	0
