Москва   216     1030    625     13
Санкт-Петербург  178     579     456     14
Московская область   21  163     92  0
Свердловская область     81  285     263     1
Нижегородская область    24  368     45  2
Самарская область    52  279     161     1
Воронежская область  16  159     92  0
Пермский край    25  195     108     1
Ростовская область   6   49  14  0
Красноярский край    32  79  76  2
Челябинская область  22  104     97  2
Иркутская область    24  151     126     0
Краснодарский край   23  92  72  1
Республика Башкортостан  54  308     185     0
Алтайский край   30  182     89  1
Новосибирская область    24  71  89  0
Саратовская область  23  64  82  0
Архангельская область    15  73  83  0
Волгоградская область    11  45  36  0
Ханты-Мансийский АО  15  64  42  0
Тюменская область    16  139     58  0
Ставропольский край  28  8   14  1
Оренбургская область     6   31  19  0
Ленинградская область    6   20  7   0
Омская область   35  30  31  0
Ульяновская область  5   20  35  0
Удмуртская Республика    3   119     110     0
Хабаровский край     8   54  40  0
Пензенская область   13  127     50  2
Вологодская область  5   42  41  0
Республика Саха (Якутия)     7   51  47  0
Кемеровская область  21  52  68  2
Республика Крым  16  54  31  0
Приморский край  35  13  35  0
Калининградская область  5   54  39  0
Республика Коми  20  77  53  1
Республика Татарстан     26  109     90  0
Забайкальский край   8   64  25  1
Тульская область     3   10  26  1
Ярославская область  2   79  67  0
Брянская область     5   13  14  0
Тверская область     4   60  20  0
Владимирская область     17  4   25  1
Липецкая область     5   47  30  1
Кировская область    13  72  25  1
Белгородская область     19  58  43  1
Республика Карелия   11  41  37  0
Томская область  8   32  34  1
Республика Бурятия   4   10  15  0
Ямало-Ненецкий автономный округ  2   21  17  0
Курская область  6   46  25  0
Рязанская область    3   33  40  0
Смоленская область   6   21  3   1
Мурманская область   3   17  29  2
Тамбовская область   3   18  4   0
Орловская область    22  44  29  1
Астраханская область     11  3   10  0
Ивановская область   14  43  27  1
Псковская область    5   20  12  1
Амурская область     22  21  34  0
Курганская область   8   34  39  0
Калужская область    6   12  26  0
Новгородская область     1   16  14  0
Чувашская Республика     18  18  42  0
Республика Хакасия   0   69  10  0
Костромская область  6   24  15  1
Республика Дагестан  0   3   1   0
Севастополь  2   13  17  0
Республика Мордовия  8   25  15  0
Кабардино-Балкарская Республика  1   9   13  0
Сахалинская область  3   3   1   0
Республика Калмыкия  1   11  2   0
Республика Адыгея    6   4   2   1
Республика Тыва  1   0   1   0
Карачаево-Черкесская Республика  4   2   2   0
Республика Марий Эл  5   41  48  0
Чеченская Республика     4   3   8   0
Республика Северная Осетия — Алания  8   5   0   0
Камчатский край  8   7   2   0
Республика Ингушетия     0   3   0   0
Республика Алтай     1   7   0   0
Еврейская автономная область     0   5   2   0
Магаданская область  0   9   8   0
Ненецкий автономный округ    0   0   0   0
Чукотский автономный округ   0   4   0   0
