Москва   124     1872    1076    16
Санкт-Петербург  188     1164    851     15
Московская область   42  166     54  0
Свердловская область     87  188     182     1
Нижегородская область    17  105     32  2
Самарская область    38  283     237     0
Воронежская область  22  52  42  0
Пермский край    35  236     150     3
Ростовская область   3   23  6   0
Красноярский край    35  159     117     3
Челябинская область  28  71  78  1
Иркутская область    17  159     125     2
Краснодарский край   11  49  33  0
Республика Башкортостан  80  385     320     1
Алтайский край   8   123     67  0
Новосибирская область    22  113     100     0
Саратовская область  13  133     86  0
Архангельская область    12  101     39  0
Волгоградская область    5   35  20  0
Ханты-Мансийский АО  12  34  24  1
Тюменская область    4   87  37  0
Ставропольский край  14  17  17  0
Оренбургская область     2   15  23  0
Ленинградская область    5   18  26  0
Удмуртская Республика    5   201     180     2
Омская область   10  52  40  1
Ульяновская область  10  44  22  0
Хабаровский край     13  66  56  0
Пензенская область   19  158     79  1
Республика Саха (Якутия)     12  40  57  0
Вологодская область  10  42  27  0
Кемеровская область  24  63  46  2
Республика Крым  4   63  33  0
Приморский край  22  95  79  0
Калининградская область  19  62  48  1
Республика Татарстан     31  107     76  0
Республика Коми  12  16  17  0
Забайкальский край   9   47  31  0
Ярославская область  3   85  70  0
Тульская область     2   28  18  1
Брянская область     2   4   7   0
Тверская область     4   15  13  0
Владимирская область     5   47  32  0
Липецкая область     10  26  9   0
Кировская область    10  69  26  0
Белгородская область     11  31  20  1
Республика Карелия   3   32  17  0
Томская область  19  9   46  0
Республика Бурятия   2   12  16  0
Ямало-Ненецкий автономный округ  2   27  20  1
Курская область  25  33  16  0
Рязанская область    5   26  19  1
Смоленская область   3   14  1   0
Мурманская область   1   24  23  0
Тамбовская область   1   11  8   0
Орловская область    34  42  15  1
Астраханская область     11  9   4   0
Ивановская область   5   26  15  0
Амурская область     19  82  62  0
Псковская область    2   12  1   0
Курганская область   1   13  20  0
Калужская область    5   27  6   0
Новгородская область     0   3   14  0
Чувашская Республика     15  78  41  0
Республика Хакасия   4   45  9   1
Костромская область  2   14  4   0
Республика Дагестан  2   11  9   0
Севастополь  1   20  21  1
Республика Мордовия  3   15  11  0
Кабардино-Балкарская Республика  0   9   3   0
Сахалинская область  2   3   5   0
Республика Калмыкия  0   14  3   0
Республика Адыгея    3   5   2   0
Республика Тыва  3   1   5   0
Республика Марий Эл  6   67  34  0
Карачаево-Черкесская Республика  2   6   2   0
Чеченская Республика     3   12  3   0
Республика Северная Осетия — Алания  4   3   0   0
Камчатский край  0   7   3   0
Республика Ингушетия     0   3   4   0
Республика Алтай     0   10  0   0
Еврейская автономная область     2   4   5   0
Магаданская область  1   5   0   0
Ненецкий автономный округ    0   4   2   0
Чукотский автономный округ   0   5   0   0
