Москва	 933810	1701	 95618	 824623	 13569
Санкт-Петербург	 337442	1484	 93908	 233683	 9851
Московская область	 194863	1053	 35912	 155117	 3834
Нижегородская область	 85363	459	 5628	 77591	 2144
Свердловская область	 71145	325	 5293	 63789	 2063
Ростовская область	 64437	370	 7608	 54152	 2677
Воронежская область	 58963	371	 4486	 52898	 1579
Красноярский край	 57047	307	 2068	 52589	 2390
Архангельская область	 51705	240	 6937	 44291	 477
Иркутская область	 49188	257	 3649	 43957	 1582
Ханты-Мансийский АО	 48009	171	 2508	 44829	 672
Хабаровский край	 45064	268	 4116	 40691	 257
Челябинская область	 44380	278	 9898	 33686	 796
Ульяновская область	 44134	176	 3022	 40482	 630
Волгоградская область	 43821	232	 1377	 41825	 619
Саратовская область	 43675	240	 4813	 38315	 547
Мурманская область	 43478	158	 2037	 40613	 828
Ставропольский край	 42936	225	 3488	 38510	 938
Самарская область	 40903	300	 2474	 37599	 830
Пермский край	 40366	281	 5602	 33299	 1465
Алтайский край	 39362	178	 2787	 35365	 1210
Омская область	 37590	169	 2118	 34380	 1092
Приморский край	 36760	212	 8082	 28142	 536
Республика Коми	 36655	137	 578	 35382	 695
Республика Карелия	 36371	231	 4807	 31331	 233
Ямало-Ненецкий автономный округ	 35741	61	 3295	 32065	 381
Забайкальский край	 34642	210	 1402	 32766	 474
Оренбургская область	 34401	156	 3318	 30596	 487
Краснодарский край	 34044	183	 7358	 25180	 1506
Вологодская область	 33405	281	 4221	 28552	 632
Пензенская область	 33149	218	 6526	 26238	 385
Кировская область	 32726	172	 5010	 27448	 268
Республика Крым	 32681	138	 4505	 27400	 776
Новосибирская область	 32517	132	 1325	 29949	 1243
Ленинградская область	 31136	219	 2493	 28205	 438
Республика Саха (Якутия)	 30834	108	 2355	 27988	 491
Республика Бурятия	 30720	151	 1817	 28233	 670
Псковская область	 29608	115	 11528	 17943	 137
Кемеровская область	 29542	99	 1320	 27698	 524
Тверская область	 29454	191	 3402	 25533	 519
Брянская область	 29422	170	 1134	 28049	 239
Тульская область	 29267	169	 1699	 26542	 1026
Тюменская область	 28507	138	 1552	 26707	 248
Ярославская область	 28490	183	 1396	 26775	 319
Томская область	 28421	99	 2556	 25598	 267
Республика Дагестан	 28123	82	 1708	 25163	 1252
Белгородская область	 27791	171	 2289	 25121	 381
Ивановская область	 27105	167	 2785	 23555	 765
Орловская область	 27046	162	 2867	 23823	 356
Курская область	 26632	173	 2927	 23329	 376
Калужская область	 26287	153	 2083	 23986	 218
Удмуртская Республика	 25753	90	 2985	 22254	 514
Астраханская область	 24794	164	 8910	 15396	 488
Республика Башкортостан	 24577	165	 5784	 18603	 190
Калининградская область	 24449	187	 2601	 21630	 218
Новгородская область	 24337	145	 3904	 20323	 110
Владимирская область	 23792	147	 2167	 20931	 694
Тамбовская область	 22848	146	 1681	 20892	 275
Смоленская область	 22723	179	 2587	 19669	 467
Рязанская область	 22118	109	 1724	 20162	 232
Липецкая область	 21229	147	 3621	 17232	 376
Республика Хакасия	 20499	52	 1108	 19002	 389
Сахалинская область	 19847	81	 2524	 17297	 26
Амурская область	 19651	87	 1559	 17952	 140
Республика Чувашия	 19639	86	 1034	 17711	 894
Кабардино-Балкарская Республика	 18948	86	 955	 17662	 331
Карачаево-Черкесская Республика	 17702	65	 1693	 15955	 54
Республика Калмыкия	 17567	73	 1601	 15708	 258
Костромская область	 17130	53	 2889	 13943	 298
Республика Татарстан	 16217	85	 3214	 12720	 283
Республика Мордовия	 16190	73	 2374	 13677	 139
Республика Алтай	 15462	1	 972	 14356	 134
Республика Тыва	 15426	12	 991	 14247	 188
Курганская область	 15423	93	 1636	 13568	 219
Республика Северная Осетия — Алания	 14571	61	 1447	 13006	 118
Республика Ингушетия	 14031	35	 1656	 12214	 161
Республика Адыгея	 13122	40	 1751	 11250	 121
Камчатский край	 12395	54	 1332	 10979	 84
Чеченская Республика	 10837	22	 929	 9800	 108
Республика Марий Эл	 10750	44	 1195	 9399	 156
Севастополь	 9904	99	 670	 8834	 400
Магаданская область	 7889	17	 343	 7456	 90
Еврейская автономная область	 4188	10	 308	 3773	 107
Ненецкий автономный округ	 926	6	 139	 787	 0
Чукотский автономный округ	 638	5	 58	 576	 4
