Москва	 80115	5714	 71429	 7870	 816
Московская область	 15761	822	 15058	 576	 127
Санкт-Петербург	 5572	226	 4067	 1468	 37
Нижегородская область	 3026	174	 2612	 398	 16
Мурманская область	 2101	127	 1943	 154	 4
Республика Дагестан	 2086	128	 1747	 325	 14
Краснодарский край	 1437	97	 973	 443	 21
Тульская область	 1368	75	 1202	 157	 9
Ростовская область	 1353	90	 1195	 147	 11
Калужская область	 1309	92	 1136	 161	 12
Брянская область	 1287	37	 962	 313	 12
Свердловская область	 1277	133	 1120	 156	 1
Рязанская область	 1226	89	 1132	 89	 5
Республика Татарстан	 1208	91	 1056	 149	 3
Республика Северная Осетия — Алания	 1160	91	 995	 158	 7
Ленинградская область	 1149	53	 888	 258	 3
Республика Башкортостан	 1136	34	 867	 255	 14
Курская область	 1062	65	 924	 134	 4
Республика Ингушетия	 966	48	 750	 190	 26
Владимирская область	 944	48	 889	 43	 12
Республика Мордовия	 923	56	 797	 121	 5
Тамбовская область	 909	67	 782	 125	 2
Красноярский край	 868	45	 694	 162	 12
Республика Чувашия	 844	49	 687	 149	 8
Ярославская область	 829	40	 723	 101	 5
Ставропольский край	 824	36	 618	 188	 18
Кабардино-Балкарская Республика	 820	81	 681	 136	 3
Ямало-Ненецкий автономный округ	 820	108	 686	 131	 3
Челябинская область	 768	86	 669	 96	 3
Орловская область	 756	75	 614	 135	 7
Республика Марий Эл	 750	33	 302	 444	 4
Новосибирская область	 746	65	 558	 179	 9
Саратовская область	 737	78	 628	 106	 3
Оренбургская область	 728	28	 507	 217	 4
Тверская область	 709	29	 518	 183	 8
Хабаровский край	 699	31	 520	 172	 7
Республика Коми	 698	16	 562	 129	 7
Воронежская область	 667	31	 515	 140	 12
Пермский край	 648	18	 421	 218	 9
Кировская область	 644	26	 550	 90	 4
Приморский край	 635	88	 523	 105	 7
Чеченская Республика	 615	32	 301	 306	 8
Липецкая область	 610	47	 496	 112	 2
Самарская область	 595	17	 525	 64	 6
Тюменская область	 589	28	 399	 186	 4
Волгоградская область	 578	62	 457	 109	 12
Пензенская область	 569	30	 368	 193	 8
Калининградская область	 566	42	 432	 123	 11
Алтайский край	 555	21	 443	 109	 3
Ульяновская область	 544	16	 451	 89	 4
Астраханская область	 535	31	 421	 108	 6
Смоленская область	 534	14	 442	 87	 5
Белгородская область	 524	39	 448	 71	 5
Ивановская область	 517	32	 412	 99	 6
Ханты-Мансийский АО	 508	41	 354	 150	 4
Карачаево-Черкесская Республика	 453	12	 415	 36	 2
Республика Бурятия	 407	34	 278	 125	 4
Новгородская область	 399	27	 352	 43	 4
Камчатский край	 347	8	 307	 40	 0
Удмуртская Республика	 332	18	 256	 66	 10
Республика Саха (Якутия)	 331	20	 283	 44	 4
Республика Калмыкия	 322	1	 264	 53	 5
Республика Хакасия	 318	16	 278	 32	 8
Архангельская область	 305	6	 192	 112	 1
Костромская область	 278	12	 211	 64	 3
Вологодская область	 230	7	 153	 77	 0
Забайкальский край	 215	17	 137	 78	 0
Псковская область	 214	18	 182	 24	 8
Иркутская область	 200	23	 131	 65	 4
Омская область	 191	30	 149	 39	 3
Республика Адыгея	 190	5	 76	 107	 7
Кемеровская область	 166	0	 137	 25	 4
Еврейская автономная область	 148	3	 133	 15	 0
Томская область	 147	19	 117	 29	 1
Магаданская область	 131	15	 73	 56	 2
Республика Крым	 111	6	 72	 39	 0
Амурская область	 98	14	 83	 14	 1
Севастополь	 98	7	 81	 15	 2
Республика Карелия	 91	2	 74	 17	 0
Курганская область	 55	3	 36	 19	 0
Республика Тыва	 51	4	 22	 29	 0
Ненецкий автономный округ	 47	0	 46	 1	 0
Республика Алтай	 37	1	 35	 2	 0
Сахалинская область	 29	1	 9	 20	 0
Чукотский автономный округ	 25	1	 23	 2	 0
