Москва	 1930050	3349	 1750445	 33727
Санкт-Петербург	 777333	1538	 714636	 25867
Московская область	 579390	1483	 511985	 10176
Нижегородская область	 210751	719	 182358	 8694
Свердловская область	 175691	734	 154443	 8262
Самарская область	 174767	1215	 125623	 5331
Воронежская область	 173483	740	 123165	 5592
Ростовская область	 172285	638	 146897	 8540
Красноярский край	 149089	708	 132721	 7321
Пермский край	 137307	693	 116557	 6722
Иркутская область	 135725	601	 110748	 6069
Челябинская область	 123563	635	 101848	 4988
Саратовская область	 117246	627	 100961	 4497
Республика Крым	 116844	651	 104512	 3488
Волгоградская область	 115565	454	 99264	 4396
Архангельская область	 111656	409	 102047	 1341
Омская область	 111643	584	 87140	 2758
Ставропольский край	 110362	525	 84035	 5033
Ульяновская область	 108821	469	 100121	 3306
Хабаровский край	 107169	585	 93679	 1021
Республика Башкортостан	 103023	672	 91923	 3380
Алтайский край	 101430	528	 72496	 5614
Оренбургская область	 99233	364	 83595	 3087
Краснодарский край	 95193	790	 68312	 8688
Пензенская область	 89935	388	 62097	 4119
Ленинградская область	 88541	417	 69354	 2752
Ханты-Мансийский АО	 88514	240	 81078	 1649
Республика Коми	 88415	335	 72329	 2255
Вологодская область	 88177	399	 77888	 2511
Брянская область	 88159	330	 79187	 2201
Тверская область	 86517	377	 74281	 2061
Забайкальский край	 85984	343	 72455	 1582
Приморский край	 85736	443	 74138	 1379
Мурманская область	 85421	229	 66179	 2520
Республика Карелия	 81938	277	 77469	 1061
Новосибирская область	 80755	403	 56913	 3719
Тюменская область	 79289	324	 61725	 2769
Смоленская область	 76175	489	 53401	 2100
Ярославская область	 76014	281	 60999	 1526
Курская область	 74891	330	 61742	 1760
Калининградская область	 74282	343	 65749	 990
Удмуртская Республика	 73327	340	 62070	 3007
Астраханская область	 72733	261	 63253	 2163
Липецкая область	 72651	396	 65434	 2366
Кемеровская область	 72134	380	 66871	 1557
Белгородская область	 71130	345	 60875	 1482
Владимирская область	 70881	315	 54375	 2447
Кировская область	 70326	262	 61403	 667
Республика Саха (Якутия)	 69190	262	 61698	 1674
Республика Бурятия	 68386	227	 61183	 2142
Тульская область	 66713	252	 58426	 3841
Псковская область	 64856	256	 56187	 1048
Орловская область	 61755	330	 49649	 1260
Ивановская область	 61005	215	 51492	 2084
Республика Дагестан	 60376	197	 55603	 2911
Калужская область	 58131	206	 54599	 1007
Новгородская область	 58102	319	 48313	 583
Ямало-Ненецкий автономный округ	 57787	136	 52301	 843
Томская область	 54584	250	 39446	 622
Рязанская область	 54311	243	 44645	 1870
Тамбовская область	 53611	209	 50328	 1371
Республика Хакасия	 48919	173	 41159	 1574
Севастополь	 47594	279	 42247	 1635
Амурская область	 45226	248	 35366	 517
Курганская область	 44058	203	 34978	 857
Костромская область	 43693	193	 35230	 972
Республика Чувашия	 42181	162	 36870	 3211
Кабардино-Балкарская Республика	 38369	117	 34989	 1143
Сахалинская область	 37269	99	 35904	 427
Республика Татарстан	 36808	251	 30416	 1205
Республика Мордовия	 35857	159	 29657	 860
Республика Калмыкия	 33298	23	 31689	 689
Республика Тыва	 30311	60	 26414	 294
Карачаево-Черкесская Республика	 29679	85	 25595	 845
Чеченская Республика	 28105	98	 26160	 808
Республика Северная Осетия — Алания	 28058	94	 24150	 738
Республика Ингушетия	 25731	84	 23899	 414
Республика Марий Эл	 25679	123	 21113	 744
Республика Алтай	 24159	43	 21594	 451
Республика Адыгея	 23732	90	 20078	 656
Камчатский край	 22169	48	 16801	 482
Магаданская область	 12607	36	 11632	 310
Еврейская автономная область	 10369	39	 8916	 331
Ненецкий автономный округ	 3159	14	 2900	 72
Чукотский автономный округ	 2808	15	 2423	 25
