Москва	 2194045	19509	 1927017	 38439
Санкт-Петербург	 930172	8413	 838112	 29479
Московская область	 699014	5980	 616966	 13078
Нижегородская область	 243364	714	 224698	 10378
Свердловская область	 211712	1202	 186540	 9906
Самарская область	 209376	1192	 185746	 6617
Ростовская область	 205232	927	 182966	 9959
Воронежская область	 202836	795	 185196	 7212
Красноярский край	 180883	464	 165172	 9306
Пермский край	 170965	1045	 156215	 7728
Иркутская область	 165169	551	 150109	 7315
Челябинская область	 153222	592	 143183	 6425
Саратовская область	 138838	517	 128939	 5297
Омская область	 137536	595	 128485	 3436
Ставропольский край	 135741	975	 119078	 6383
Волгоградская область	 135365	553	 123726	 5907
Краснодарский край	 131677	925	 106394	 10011
Хабаровский край	 131371	315	 123984	 1323
Республика Крым	 130137	324	 121282	 4654
Архангельская область	 129816	955	 118055	 1556
Республика Башкортостан	 127662	350	 118452	 4650
Алтайский край	 127446	454	 108640	 7175
Ульяновская область	 123722	323	 116828	 4032
Оренбургская область	 111872	539	 100344	 3572
Приморский край	 109340	379	 93055	 1672
Ленинградская область	 109125	728	 99744	 3117
Пензенская область	 106198	218	 95812	 4838
Тверская область	 104319	389	 92050	 2438
Ханты-Мансийский АО	 103520	1280	 93881	 2137
Вологодская область	 103342	341	 95649	 3147
Новосибирская область	 100837	242	 72440	 4540
Брянская область	 100631	251	 95815	 3159
Республика Коми	 100507	73	 91601	 2753
Забайкальский край	 99063	305	 91859	 2007
Тюменская область	 96460	443	 84192	 3681
Мурманская область	 95015	270	 79076	 2888
Республика Карелия	 94433	355	 90497	 1288
Кемеровская область	 91373	323	 83986	 1847
Ярославская область	 90690	289	 81636	 2055
Смоленская область	 88218	180	 81045	 2530
Липецкая область	 88095	270	 81066	 2983
Калининградская область	 87364	459	 82171	 1394
Владимирская область	 86299	311	 78954	 3053
Астраханская область	 85746	393	 79883	 2612
Белгородская область	 84931	225	 77222	 1884
Курская область	 84609	191	 80085	 2152
Республика Саха (Якутия)	 84107	1211	 74498	 1848
Кировская область	 84010	393	 74945	 806
Удмуртская Республика	 82486	570	 73659	 3298
Тульская область	 80657	360	 70721	 4524
Республика Бурятия	 80105	353	 74488	 2574
Орловская область	 74568	368	 68030	 1602
Псковская область	 73925	170	 69765	 1391
Ивановская область	 71010	164	 62947	 2670
Республика Дагестан	 69563	283	 62504	 3306
Новгородская область	 68643	270	 64994	 820
Калужская область	 68513	228	 63246	 1278
Тамбовская область	 65345	228	 59235	 1886
Ямало-Ненецкий автономный округ	 65329	613	 60734	 976
Томская область	 64894	151	 60034	 696
Рязанская область	 64233	256	 58295	 2813
Амурская область	 58251	156	 55612	 643
Республика Хакасия	 56072	256	 51884	 2112
Севастополь	 55136	252	 51383	 1935
Курганская область	 52768	110	 50452	 1041
Костромская область	 50207	201	 47902	 1156
Чувашская Республика	 48418	235	 42034	 4179
Республика Татарстан	 45525	297	 38302	 1561
Сахалинская область	 45172	164	 42944	 613
Кабардино-Балкарская Республика	 44092	140	 39996	 1555
Республика Мордовия	 42180	170	 37770	 1118
Республика Калмыкия	 34773	153	 32906	 767
Карачаево-Черкесская Республика	 33805	95	 30538	 926
Чеченская Республика	 33042	213	 30225	 989
Республика Северная Осетия — Алания	 32712	97	 30341	 1065
Республика Тыва	 32524	201	 31011	 332
Республика Марий Эл	 30815	168	 28323	 962
Республика Ингушетия	 30432	103	 28403	 501
Республика Адыгея	 29019	119	 25259	 809
Республика Алтай	 25973	50	 23711	 546
Камчатский край	 24821	103	 19797	 527
Магаданская область	 14117	44	 13359	 356
Еврейская автономная область	 12103	19	 10979	 445
Ненецкий автономный округ	 3645	16	 3420	 89
Чукотский автономный округ	 3022	5	 2844	 39
