Москва	 166	 745	 835	 22
Санкт-Петербург	 57	 4798	 764	 17
Московская область	 47	 688	 527	 10
Свердловская область	 43	 5213	 757	 8
Нижегородская область	 58	 875	 581	 4
Самарская область	 58	 1452	 335	 12
Воронежская область	 39	 982	 544	 9
Ростовская область	 50	 491	 596	 4
Пермский край	 27	 665	 355	 3
Красноярский край	 46	 188	 189	 10
Челябинская область	 56	 533	 487	 10
Иркутская область	 20	 431	 207	 7
Республика Башкортостан	 19	 518	 504	 3
Алтайский край	 50	 197	 253	 9
Краснодарский край	 162	 392	 443	 8
Новосибирская область	 49	 1312	 233	 9
Саратовская область	 64	 403	 427	 3
Архангельская область	 11	 188	 149	 7
Оренбургская область	 12	 692	 245	 4
Волгоградская область	 67	 306	 245	 5
Ханты-Мансийский АО	 13	 245	 112	 2
Омская область	 22	 155	 170	 8
Ульяновская область	 60	 168	 435	 3
Хабаровский край	 20	 216	 165	 1
Ставропольский край	 11	 93	 153	 3
Тюменская область	 24	 472	 248	 3
Вологодская область	 5	 500	 208	 5
Ленинградская область	 16	 87	 175	 1
Пензенская область	 36	 743	 268	 9
Республика Крым	 42	 206	 198	 4
Республика Саха (Якутия)	 20	 112	 324	 0
Приморский край	 21	 197	 197	 2
Республика Коми	 6	 14	 123	 0
Забайкальский край	 11	 182	 185	 2
Калининградская область	 7	 134	 233	 5
Удмуртская Республика	 35	 530	 172	 1
Брянская область	 19	 63	 174	 10
Кемеровская область	 22	 346	 199	 2
Тверская область	 12	 1550	 168	 1
Ярославская область	 25	 462	 253	 0
Тульская область	 9	 128	 169	 5
Кировская область	 16	 179	 73	 2
Владимирская область	 5	 1011	 172	 3
Липецкая область	 33	 462	 269	 8
Республика Татарстан	 41	 350	 266	 4
Ямало-Ненецкий автономный округ	 8	 17	 55	 1
Республика Бурятия	 15	 1486	 82	 1
Мурманская область	 0	 247	 39	 4
Республика Карелия	 27	 321	 119	 2
Смоленская область	 17	 315	 115	 6
Белгородская область	 12	 563	 129	 4
Томская область	 24	 76	 210	 0
Рязанская область	 12	 192	 211	 4
Астраханская область	 5	 62	 51	 2
Курская область	 7	 336	 165	 3
Тамбовская область	 5	 50	 203	 3
Орловская область	 17	 279	 150	 2
Ивановская область	 10	 224	 140	 1
Псковская область	 19	 15	 92	 2
Амурская область	 6	 9	 131	 0
Курганская область	 19	 70	 101	 2
Калужская область	 23	 404	 116	 2
Новгородская область	 0	 32	 91	 3
Республика Дагестан	 0	 187	 39	 0
Республика Хакасия	 3	 8	 35	 2
Костромская область	 3	 57	 98	 1
Севастополь	 8	 28	 132	 4
Чувашская Республика	 34	 506	 63	 0
Республика Мордовия	 17	 105	 89	 1
Сахалинская область	 1	 10	 24	 0
Кабардино-Балкарская Республика	 7	 13	 33	 2
Республика Калмыкия	 7	 78	 68	 1
Республика Адыгея	 14	 33	 43	 2
Карачаево-Черкесская Республика	 0	 7	 21	 0
Республика Тыва	 0	 2	 2	 0
Республика Марий Эл	 2	 6	 10	 0
Чеченская Республика	 8	 63	 29	 0
Республика Северная Осетия — Алания	 2	 9	 20	 0
Республика Ингушетия	 8	 28	 27	 0
Камчатский край	 3	 65	 28	 0
Республика Алтай	 2	 88	 17	 0
Магаданская область	 2	 7	 10	 0
Еврейская автономная область	 2	 11	 45	 1
Ненецкий автономный округ	 0	 5	 6	 0
Чукотский автономный округ	 0	 7	 4	 0
