Москва	 183	 2079	 1130	 38
Санкт-Петербург	 210	 4487	 1486	 25
Московская область	 122	 2469	 787	 18
Свердловская область	 162	 5008	 1776	 9
Нижегородская область	 196	 3156	 915	 7
Самарская область	 141	 1486	 949	 18
Воронежская область	 110	 1589	 1046	 9
Красноярский край	 131	 1904	 471	 26
Пермский край	 98	 1641	 817	 8
Ростовская область	 166	 2439	 1215	 25
Челябинская область	 145	 1406	 625	 15
Иркутская область	 145	 2263	 1093	 13
Республика Башкортостан	 31	 2820	 1098	 12
Алтайский край	 133	 885	 517	 15
Новосибирская область	 104	 320	 407	 10
Краснодарский край	 210	 1374	 921	 8
Саратовская область	 111	 4801	 916	 6
Архангельская область	 61	 3009	 317	 0
Оренбургская область	 52	 1734	 746	 5
Ханты-Мансийский АО	 35	 1552	 414	 5
Волгоградская область	 102	 1367	 741	 12
Омская область	 59	 557	 361	 10
Хабаровский край	 154	 672	 558	 3
Ставропольский край	 74	 1250	 265	 5
Ульяновская область	 54	 1499	 687	 6
Тюменская область	 130	 1603	 630	 10
Вологодская область	 35	 1440	 498	 8
Ленинградская область	 48	 5489	 261	 3
Пензенская область	 66	 2421	 623	 8
Республика Крым	 107	 597	 434	 7
Республика Саха (Якутия)	 89	 614	 498	 5
Приморский край	 207	 916	 376	 3
Республика Коми	 61	 11	 311	 5
Забайкальский край	 44	 1331	 531	 4
Калининградская область	 36	 1225	 435	 6
Удмуртская Республика	 49	 1006	 316	 8
Тверская область	 39	 1250	 247	 3
Брянская область	 48	 3125	 310	 10
Кемеровская область	 63	 486	 303	 3
Ярославская область	 18	 3003	 429	 7
Кировская область	 69	 2244	 152	 2
Тульская область	 53	 1013	 357	 11
Владимирская область	 45	 1835	 334	 4
Липецкая область	 35	 560	 477	 7
Ямало-Ненецкий автономный округ	 16	 985	 241	 1
Республика Татарстан	 90	 1172	 458	 4
Республика Бурятия	 42	 1118	 224	 5
Мурманская область	 17	 473	 223	 6
Республика Карелия	 32	 192	 150	 1
Смоленская область	 46	 684	 247	 5
Белгородская область	 55	 830	 302	 4
Томская область	 65	 2846	 695	 1
Астраханская область	 12	 639	 103	 4
Рязанская область	 32	 608	 314	 9
Курская область	 56	 571	 165	 4
Тамбовская область	 50	 761	 276	 5
Орловская область	 58	 856	 270	 3
Ивановская область	 10	 1824	 181	 6
Псковская область	 38	 962	 246	 4
Амурская область	 83	 1857	 431	 3
Калужская область	 23	 862	 141	 1
Курганская область	 62	 570	 301	 2
Новгородская область	 24	 297	 92	 4
Республика Дагестан	 43	 187	 68	 1
Республика Хакасия	 37	 119	 81	 4
Костромская область	 28	 198	 119	 4
Севастополь	 32	 178	 193	 6
Чувашская Республика	 62	 76	 97	 2
Республика Мордовия	 35	 350	 172	 2
Сахалинская область	 44	 175	 152	 2
Кабардино-Балкарская Республика	 19	 457	 57	 2
Республика Калмыкия	 25	 85	 153	 0
Республика Адыгея	 12	 592	 89	 2
Карачаево-Черкесская Республика	 8	 485	 48	 0
Республика Тыва	 0	 24	 3	 0
Республика Марий Эл	 13	 503	 23	 0
Чеченская Республика	 12	 29	 25	 0
Республика Северная Осетия — Алания	 18	 218	 41	 1
Республика Ингушетия	 7	 98	 30	 0
Камчатский край	 16	 734	 54	 0
Республика Алтай	 13	 149	 79	 1
Магаданская область	 6	 72	 26	 1
Еврейская автономная область	 40	 203	 71	 2
Ненецкий автономный округ	 0	 7	 12	 0
Чукотский автономный округ	 1	 82	 9	 0
